,epoch,PE_16400,vix_close,CE_16450,PE_16350,CE_16500,PE_16300,CE_16550,PE_16250,CE_16600,PE_16200,CE_16650,PE_16150,CE_16700,PE_16100,CE_16750,PE_16050,CE_16800,PE_16000,CE_16850,PE_15950,CE_16900,PE_15900,CE_16950,PE_15850,CE_17000,nifty_close
60,1654663500,103.15,20.3,68.15,79.8,49.55,60.85,34.5,45.15,23.45,33.0,15.75,23.7,10.45,16.9,6.95,11.85,4.95,8.4,3.6,5.8,2.8,4.05,2.35,2.95,2.15,16385.45
61,1654663560,100.95,20.28,69.95,78.45,50.85,59.85,35.55,44.55,24.35,32.6,16.25,23.5,10.75,16.75,7.15,11.75,4.95,8.45,3.65,5.8,2.8,4.1,2.3,2.95,2.05,16391.6
62,1654663620,107.4,20.31,64.45,83.8,46.6,64.35,32.3,48.25,22.2,35.7,14.85,25.95,9.85,18.7,6.45,13.15,4.5,9.3,3.3,6.4,2.6,4.5,2.2,3.25,2.0,16373.75
63,1654663680,107.05,20.28,65.15,83.55,46.85,63.95,32.6,48.5,22.05,35.9,14.7,26.0,9.75,18.6,6.35,13.1,4.45,9.2,3.3,6.3,2.55,4.35,2.2,3.05,1.95,16373.6
64,1654663740,108.45,20.28,63.55,84.6,45.8,64.95,31.6,48.5,21.35,35.65,14.1,26.0,9.3,18.55,6.1,13.15,4.3,9.2,3.15,6.3,2.45,4.35,2.05,3.15,1.85,16372.95
65,1654663800,107.0,20.32,63.85,83.3,45.85,63.85,31.85,47.85,21.4,35.15,14.2,25.55,9.35,18.25,6.05,12.75,4.25,8.95,3.15,6.1,2.4,4.25,2.05,3.1,1.8,16375.35
66,1654663860,101.1,20.27,67.1,78.15,48.3,59.6,33.55,44.35,22.75,32.45,15.1,23.4,9.95,16.85,6.45,11.8,4.5,8.3,3.3,5.6,2.55,3.95,2.15,2.85,1.85,16382.4
67,1654663920,104.7,20.27,64.4,81.6,46.35,62.4,31.95,46.35,21.7,34.1,14.35,24.5,9.4,17.35,6.2,12.1,4.4,8.5,3.25,5.65,2.5,3.9,2.15,2.75,1.9,16379.1
68,1654663980,106.65,20.22,62.0,82.9,44.2,63.4,30.5,47.1,20.6,34.5,13.55,24.7,8.95,17.65,5.9,12.25,4.25,8.6,3.2,5.7,2.45,3.95,2.05,2.8,1.9,16377.8
69,1654664040,110.8,20.21,57.9,86.15,41.0,65.85,27.9,49.15,18.65,36.0,12.25,26.05,8.0,18.45,5.35,12.9,3.9,8.85,2.95,5.8,2.35,4.0,2.05,2.8,1.8,16369.95
70,1654664100,110.1,20.21,58.1,85.8,40.95,65.65,27.65,49.2,18.35,36.0,12.1,25.95,7.9,18.4,5.2,12.85,3.8,8.9,2.9,5.85,2.3,3.95,1.95,2.8,1.75,16367.3
71,1654664160,108.65,20.22,59.3,84.85,42.05,65.25,28.7,48.55,19.05,35.6,12.55,25.7,8.25,18.2,5.35,12.7,3.9,8.9,2.85,5.9,2.25,4.05,1.9,2.9,1.75,16368.45
72,1654664220,109.65,20.24,59.25,85.25,41.95,65.3,28.65,48.8,18.95,35.7,12.5,25.65,8.15,18.25,5.3,12.7,3.8,8.8,2.95,5.8,2.3,3.95,1.95,2.8,1.75,16367.65
73,1654664280,109.85,20.26,57.95,85.7,40.95,65.7,27.95,48.75,18.5,35.8,12.1,25.7,7.85,18.25,5.05,12.75,3.65,8.9,2.75,6.0,2.2,4.05,1.9,2.85,1.7,16365.65
74,1654664340,110.95,20.23,57.0,86.4,40.35,65.8,27.1,49.15,17.85,36.0,11.65,25.9,7.65,18.3,5.05,12.65,3.65,8.85,2.8,5.85,2.25,4.0,1.85,2.9,1.7,16364.2
75,1654664400,111.5,20.21,56.55,86.6,39.75,66.25,26.65,49.65,17.7,36.3,11.5,25.9,7.55,18.4,5.0,12.8,3.7,8.9,2.75,5.9,2.25,4.1,1.9,2.85,1.7,16362.7
76,1654664460,106.45,20.21,59.6,82.5,42.5,62.85,28.7,46.95,18.9,34.25,12.3,24.55,8.0,17.25,5.15,11.95,3.75,8.25,2.8,5.4,2.25,3.8,1.85,2.7,1.65,16371.75
77,1654664520,92.3,20.12,67.25,70.6,48.0,52.55,33.0,38.95,22.15,27.95,14.6,19.65,9.3,13.55,5.95,9.2,4.15,6.25,3.05,4.1,2.35,2.95,1.95,2.2,1.75,16390.05
78,1654664580,85.9,20.01,72.15,64.7,52.05,47.6,36.15,34.55,24.65,24.4,16.3,16.85,10.65,11.65,6.8,7.9,4.65,5.4,3.25,3.55,2.45,2.55,2.0,1.95,1.8,16401.15
79,1654664640,83.35,20.01,76.05,62.65,55.2,46.1,39.0,33.3,26.95,23.5,18.4,16.5,12.3,11.5,8.25,7.9,5.6,5.45,3.95,3.7,2.95,2.55,2.25,1.95,1.95,16409.25
80,1654664700,73.3,19.97,81.95,54.25,59.75,39.3,42.65,27.8,29.4,19.35,20.0,13.45,13.45,9.45,8.8,6.4,5.85,4.55,4.1,3.1,2.9,2.2,2.3,1.7,1.95,16428.05
81,1654664760,65.4,19.87,88.75,47.65,65.0,33.8,45.85,23.3,32.05,16.25,21.9,11.4,14.7,8.3,9.7,6.0,6.5,4.6,4.5,3.5,3.3,2.65,2.5,2.1,2.1,16443.5
82,1654664820,65.4,19.89,89.4,47.95,65.05,34.05,46.25,23.9,32.0,16.75,21.6,11.85,14.3,8.5,9.25,6.15,6.2,4.75,4.3,3.6,3.1,2.75,2.35,2.15,2.0,16441.4
83,1654664880,62.9,19.91,90.95,46.0,66.4,32.8,46.95,23.1,32.1,16.0,21.55,11.35,14.15,8.15,9.2,5.8,6.1,4.45,4.15,3.4,3.05,2.65,2.25,2.15,2.0,16445.8
84,1654664940,54.6,19.83,99.75,39.25,73.45,27.6,52.2,18.75,35.65,13.05,24.15,9.15,15.85,6.55,10.15,4.7,6.75,3.65,4.6,2.85,3.2,2.3,2.45,1.85,2.1,16465.7
85,1654665000,50.55,19.75,105.0,36.15,78.25,26.05,55.55,18.2,38.2,13.0,25.85,9.35,17.0,6.7,11.0,5.0,7.2,3.9,4.8,3.1,3.4,2.45,2.55,2.05,2.2,16479.4
86,1654665060,52.3,19.8,104.6,37.95,77.7,27.35,55.25,19.5,37.85,14.0,25.3,10.05,16.5,7.3,10.55,5.3,6.85,4.15,4.55,3.25,3.2,2.5,2.45,2.1,2.15,16470.95
87,1654665120,52.25,19.81,104.1,37.85,77.1,27.35,54.8,19.4,37.5,13.95,25.35,10.0,16.45,7.25,10.5,5.3,6.8,4.05,4.55,3.2,3.25,2.6,2.5,2.05,2.2,16474.25
88,1654665180,48.35,19.75,111.9,35.3,84.05,25.15,60.25,17.95,41.9,13.05,28.05,9.3,18.4,6.85,11.75,5.05,7.55,3.95,5.0,3.2,3.45,2.5,2.6,2.1,2.25,16484.6
89,1654665240,46.3,19.73,117.55,33.3,89.2,23.95,65.2,16.9,46.0,12.25,31.7,8.7,21.4,6.45,14.1,4.8,9.3,3.85,6.15,3.15,4.2,2.5,3.1,2.15,2.55,16492.75
90,1654665300,42.0,19.68,128.25,29.55,98.45,21.1,73.25,14.95,52.7,10.7,36.65,7.65,24.95,5.7,16.7,4.35,11.1,3.5,7.3,2.9,4.85,2.45,3.55,2.05,2.9,16507.3
91,1654665360,43.0,19.69,126.8,30.8,97.25,22.05,72.5,15.6,51.8,11.2,36.2,7.95,24.45,6.05,16.1,4.6,10.35,3.75,6.5,3.05,4.3,2.45,3.15,2.15,2.6,16505.55
92,1654665420,45.5,19.69,121.8,32.95,93.0,24.1,68.45,17.1,48.6,12.3,33.9,8.85,22.6,6.65,14.65,5.15,9.35,4.2,5.9,3.35,4.05,2.75,2.9,2.3,2.45,16497.2
93,1654665480,48.45,19.69,116.05,35.05,87.7,25.75,64.3,18.3,44.95,13.15,30.8,9.4,20.15,7.0,13.05,5.4,8.35,4.2,5.25,3.35,3.6,2.75,2.65,2.25,2.2,16486.0
94,1654665540,52.0,19.75,108.05,37.75,81.4,27.75,58.0,19.6,40.2,14.2,27.0,10.05,17.45,7.5,11.25,5.7,7.1,4.5,4.6,3.5,3.2,2.7,2.45,2.3,2.1,16474.8
95,1654665600,50.6,19.72,110.05,36.85,82.25,26.7,59.9,19.2,41.6,13.9,28.2,9.9,18.45,7.45,11.7,5.65,7.45,4.5,4.75,3.55,3.25,2.8,2.35,2.3,2.0,16476.15
96,1654665660,50.9,19.73,104.8,36.55,78.2,26.45,56.2,18.6,38.8,13.25,26.1,9.4,17.0,7.0,10.9,5.3,7.0,4.25,4.5,3.4,3.1,2.65,2.3,2.2,2.0,16472.1
97,1654665720,53.0,19.74,103.2,38.15,77.0,27.75,55.2,19.55,38.2,14.2,25.5,10.1,16.65,7.45,10.55,5.65,6.8,4.4,4.35,3.55,3.0,2.8,2.25,2.25,1.95,16466.2
98,1654665780,51.0,19.77,105.05,36.45,78.15,26.2,56.1,18.55,38.75,13.4,25.85,9.6,16.85,7.1,10.75,5.4,6.85,4.3,4.3,3.5,2.95,2.8,2.25,2.3,2.0,16470.05
99,1654665840,52.95,19.81,102.3,37.85,75.8,27.3,54.35,19.3,37.6,13.9,25.15,9.85,16.45,7.35,10.55,5.5,6.75,4.45,4.2,3.6,2.95,2.9,2.2,2.45,1.9,16463.2
100,1654665900,54.75,19.84,97.3,39.15,71.4,28.25,51.1,19.7,35.2,14.15,23.4,10.0,15.2,7.45,9.75,5.55,6.25,4.45,4.1,3.6,2.9,2.9,2.2,2.45,1.95,16457.45
101,1654665960,50.6,19.76,105.15,36.25,78.7,26.0,56.85,18.3,39.75,13.15,26.8,9.3,17.6,6.95,11.25,5.3,7.15,4.25,4.6,3.45,3.15,2.8,2.35,2.35,2.05,16467.3
102,1654666020,53.8,19.79,99.15,38.3,73.35,27.4,52.75,19.2,36.6,13.7,24.35,9.55,16.05,7.15,10.25,5.35,6.6,4.3,4.3,3.35,3.0,2.7,2.2,2.35,1.95,16460.5
103,1654666080,57.5,19.8,92.2,41.1,67.8,29.45,48.2,20.45,33.05,14.5,22.05,10.05,14.3,7.4,9.25,5.45,5.9,4.35,3.9,3.45,2.8,2.8,2.1,2.35,1.8,16450.35
104,1654666140,55.75,19.77,94.8,39.7,69.85,28.45,49.85,19.9,34.4,14.15,23.0,9.9,14.95,7.4,9.6,5.5,6.2,4.35,4.05,3.45,2.85,2.7,2.1,2.25,1.9,16453.2
105,1654666200,52.05,19.76,100.5,37.0,74.95,26.3,53.7,18.45,37.35,13.2,25.05,9.25,16.45,6.9,10.5,5.15,6.75,4.05,4.3,3.3,2.9,2.6,2.15,2.2,1.9,16463.8
106,1654666260,58.25,19.82,93.05,41.55,68.75,29.65,48.9,20.8,33.95,14.7,22.7,10.35,14.9,7.6,9.55,5.65,6.1,4.45,3.9,3.55,2.8,2.8,2.1,2.4,1.85,16450.3
107,1654666320,56.05,19.83,95.8,40.35,71.05,28.6,50.75,20.0,35.35,14.15,23.75,9.95,15.4,7.35,9.9,5.55,6.35,4.35,4.1,3.5,2.85,2.85,2.15,2.4,1.95,16456.55
108,1654666380,53.85,19.83,97.1,38.25,71.95,27.15,51.4,19.0,35.65,13.3,23.9,9.35,15.65,6.9,10.05,5.25,6.4,4.2,4.1,3.4,2.85,2.75,2.25,2.35,1.9,16458.2
109,1654666440,56.45,19.82,94.6,40.35,70.15,28.6,50.15,19.85,34.75,13.9,23.35,9.6,15.15,7.15,9.75,5.35,6.2,4.25,4.05,3.45,2.85,2.85,2.25,2.4,1.85,16453.85
110,1654666500,58.45,19.8,92.25,41.75,68.25,29.75,48.7,20.6,33.8,14.4,22.6,10.0,14.9,7.3,9.5,5.45,6.05,4.3,3.95,3.45,2.8,2.8,2.2,2.35,1.9,16452.15
111,1654666560,58.65,19.8,91.55,42.0,67.75,29.7,48.25,20.5,33.3,14.3,22.25,9.85,14.55,7.15,9.3,5.3,5.95,4.15,3.9,3.4,2.75,2.8,2.15,2.35,1.9,16450.9
112,1654666620,58.0,19.8,92.55,41.1,68.25,29.2,48.75,20.15,33.8,13.9,22.5,9.6,14.75,7.05,9.4,5.2,6.0,4.1,3.95,3.3,2.8,2.65,2.15,2.25,1.85,16450.85
113,1654666680,58.45,19.8,91.15,41.7,67.15,29.55,47.7,20.35,32.75,14.15,21.9,9.65,14.25,7.05,9.05,5.15,5.85,4.05,3.8,3.1,2.75,2.55,2.15,2.15,1.85,16449.3
114,1654666740,62.85,19.81,81.5,45.15,58.95,31.85,41.15,21.9,28.0,15.15,18.4,10.35,11.85,7.4,7.6,5.35,4.95,4.25,3.35,3.3,2.45,2.65,2.0,2.3,1.85,16440.4
115,1654666800,61.45,19.85,84.65,43.9,61.65,31.05,43.2,21.55,29.4,15.0,19.3,10.35,12.4,7.5,7.8,5.55,5.05,4.4,3.4,3.45,2.5,2.7,2.0,2.3,1.75,16444.4
116,1654666860,64.2,19.87,80.3,46.05,57.95,32.65,40.35,22.55,27.35,15.75,17.75,10.85,11.45,7.85,7.25,5.75,4.75,4.45,3.35,3.5,2.4,2.75,1.9,2.3,1.7,16437.9
117,1654666920,68.25,19.92,78.2,49.3,56.25,35.45,39.1,24.8,26.35,17.3,17.2,12.0,11.05,8.75,7.1,6.45,4.6,4.9,3.2,3.8,2.35,2.95,1.9,2.5,1.65,16433.4
118,1654666980,67.1,19.95,78.5,48.25,56.85,34.35,39.35,23.9,26.55,16.55,17.25,11.4,11.1,8.25,7.0,6.0,4.6,4.65,3.2,3.6,2.35,2.75,1.95,2.3,1.75,16431.75
119,1654667040,67.25,19.96,78.35,49.25,56.35,35.1,39.0,24.35,26.1,17.15,16.9,11.8,10.7,8.6,6.7,6.4,4.4,4.95,3.1,3.8,2.35,2.9,1.95,2.4,1.7,16430.45
120,1654667100,70.0,19.95,75.25,50.8,54.1,36.4,37.35,25.3,24.95,17.8,16.25,12.3,10.3,8.85,6.55,6.45,4.4,4.95,3.1,3.8,2.35,2.95,2.0,2.45,1.75,16426.7
121,1654667160,68.25,19.97,78.0,49.4,56.0,35.1,38.7,24.7,25.75,17.2,16.8,11.85,10.8,8.55,6.85,6.3,4.55,4.9,3.2,3.8,2.35,3.0,2.0,2.55,1.75,16431.1
