	epoch	option_close	vix_close	nifty_close
0	1655178300	115.85	21.91	15738.35
1	1655178360	113.45	21.93	15741.75
2	1655178420	122.2	21.84	15765.15
3	1655178480	113.1	21.97	15745.6
4	1655178540	110.8	22.07	15738.1
5	1655178600	109.15	22.1	15736.9
6	1655178660	108.3	22.1	15739.75
7	1655178720	103.2	22.07	15731.3
8	1655178780	98.9	22.03	15719.6
9	1655178840	96.4	22.07	15708.55
10	1655178900	92.3	22.1	15699.35
11	1655178960	92.95	22.15	15700.7
12	1655179020	89.95	22.16	15693.7
13	1655179080	86.15	22.18	15676.45
14	1655179140	82.3	22.22	15668.7
15	1655179200	84.0	22.27	15670.1
16	1655179260	88.0	22.19	15682.75
17	1655179320	89.65	22.14	15690.6
18	1655179380	92.65	22.09	15701.35
19	1655179440	94.75	22.1	15706.1
20	1655179500	100.45	22.04	15723.8
21	1655179560	102.9	22.05	15721.65
22	1655179620	100.15	22.05	15718.05
23	1655179680	106.95	22.04	15731.7
24	1655179740	107.9	22.04	15729.55
25	1655179800	104.2	22.04	15723.7
26	1655179860	111.5	22.31	15737.1
27	1655179920	109.15	22.33	15731.6
28	1655179980	110.0	22.35	15730.4
29	1655180040	114.0	22.34	15740.85
30	1655180100	119.05	22.31	15754.25
31	1655180160	117.95	22.32	15754.95
32	1655180220	124.05	22.29	15764.95
33	1655180280	124.55	22.33	15763.8
34	1655180340	126.85	22.32	15769.8
35	1655180400	128.8	22.35	15770.8
36	1655180460	134.9	22.3	15781.15
37	1655180520	127.05	22.36	15765.95
38	1655180580	124.05	22.4	15758.45
39	1655180640	123.5	22.43	15752.85
40	1655180700	121.5	22.46	15749.8
41	1655180760	122.3	22.47	15749.5
42	1655180820	120.4	22.5	15747.7
43	1655180880	125.1	22.5	15756.15
44	1655180940	126.5	22.46	15759.85
45	1655181000	127.15	22.44	15762.6
46	1655181060	125.8	22.41	15759.25
47	1655181120	127.0	22.4	15763.6
48	1655181180	125.8	22.39	15763.0
49	1655181240	128.75	22.38	15766.25
50	1655181300	128.7	22.39	15765.6
51	1655181360	121.7	22.37	15753.35
52	1655181420	124.35	22.38	15754.9
53	1655181480	125.4	22.4	15759.9
54	1655181540	126.0	22.39	15761.35
55	1655181600	123.2	22.43	15755.55
56	1655181660	120.9	22.41	15750.1
57	1655181720	123.9	22.4	15753.45
58	1655181780	126.45	22.39	15758.95
59	1655181840	125.3	22.38	15758.15
60	1655181900	127.4	22.37	15766.0
61	1655181960	127.25	22.38	15763.9
62	1655182020	131.45	22.38	15771.95
