,epoch,PE_16100,vix_close,CE_16150,PE_16050,CE_16200,PE_16000,CE_16250,PE_15950,CE_16300,PE_15900,CE_16350,PE_15850,CE_16400,PE_15800,CE_16450,PE_15750,CE_16500,PE_15700,CE_16550,PE_15650,CE_16600,PE_15600,CE_16650,PE_15550,CE_16700,nifty_open,nifty_high,nifty_low,nifty_close,nifty_volume
0,1657597500,101.05,18.55,83.1,80.2,62.85,62.35,46.15,47.6,33.05,35.75,22.45,26.2,15.7,19.25,10.2,14.05,6.85,10.4,4.5,7.7,3.1,5.85,2.25,4.6,1.85,16126.2,16134.75,16111.15,16118.6,0
1,1657597560,106.1,18.56,77.45,83.75,58.15,65.15,42.45,49.65,30.25,37.4,21.1,27.45,14.4,19.95,9.75,14.35,6.45,10.25,4.25,7.2,2.9,5.25,2.2,4.1,1.8,16119.25,16119.25,16104.55,16107.0,0
2,1657597620,104.2,18.59,79.8,82.05,60.05,63.3,44.15,48.2,31.7,36.0,22.2,26.4,15.4,19.2,10.45,13.75,7.05,9.75,4.55,6.95,3.15,5.15,2.25,4.0,1.9,16107.05,16115.75,16103.35,16115.05,0
3,1657597680,101.75,18.58,81.7,79.8,61.9,61.5,45.6,46.65,32.75,34.8,22.9,25.55,15.8,18.45,10.7,13.15,7.2,9.4,4.7,6.65,3.25,4.8,2.3,3.8,1.8,16116.45,16126.25,16112.35,16120.6,0
4,1657597740,100.9,18.56,84.1,79.2,63.75,61.5,46.7,46.6,33.7,34.85,23.55,25.8,16.2,18.75,10.9,13.4,7.35,9.65,4.9,6.85,3.35,5.1,2.4,4.0,1.85,16122.25,16133.55,16120.75,16127.1,0
5,1657597800,103.6,18.57,81.3,81.55,61.35,63.15,44.85,47.9,32.0,35.8,22.25,26.3,15.2,19.05,10.15,13.7,6.85,9.85,4.55,7.0,3.15,5.25,2.35,4.1,1.85,16127.6,16127.6,16119.05,16123.1,0
6,1657597860,101.8,18.59,84.25,79.8,64.0,61.8,47.0,46.6,33.7,35.0,23.65,25.8,16.15,18.7,10.8,13.45,7.2,9.7,4.75,6.95,3.3,5.2,2.35,4.0,1.85,16122.05,16123.7,16114.35,16123.7,0
7,1657597920,99.65,18.59,86.7,78.0,65.65,60.4,48.25,45.75,34.85,34.1,24.35,25.1,16.8,18.45,11.2,13.15,7.5,9.5,4.9,6.8,3.4,5.05,2.4,3.9,1.9,16124.15,16135.5,16124.15,16134.1,0
8,1657597980,100.2,18.58,86.05,78.7,65.0,60.9,47.65,46.35,34.2,34.75,23.95,25.65,16.4,18.65,10.8,13.3,7.2,9.65,4.65,6.95,3.25,5.2,2.35,4.05,1.85,16132.4,16136.0,16130.45,16133.05,0
9,1657598040,95.15,18.57,90.1,74.85,68.35,57.6,50.3,43.7,36.45,32.55,25.5,24.3,17.5,17.45,11.6,12.5,7.7,9.2,5.0,6.5,3.45,4.9,2.45,3.85,1.95,16132.75,16146.25,16130.25,16146.25,0
10,1657598100,100.0,18.59,85.55,78.45,64.6,60.85,47.5,46.1,34.35,34.6,24.0,25.5,16.4,18.6,10.85,13.35,7.2,9.6,4.7,6.9,3.3,5.05,2.4,3.95,1.95,16144.05,16146.45,16132.7,16133.05,0
11,1657598160,100.05,18.57,86.2,78.6,65.45,61.0,48.05,46.3,34.7,34.65,24.25,25.55,16.6,18.65,10.95,13.3,7.35,9.65,4.75,6.9,3.3,5.05,2.4,3.95,1.95,16133.4,16138.05,16131.15,16133.05,0
12,1657598220,97.65,18.58,88.8,76.65,67.3,59.25,49.8,44.95,35.9,33.65,25.2,24.9,17.2,18.15,11.45,12.9,7.6,9.45,4.9,6.75,3.4,5.0,2.45,3.85,1.95,16134.8,16147.45,16134.8,16142.45,0
13,1657598280,95.15,18.56,91.05,74.4,69.1,57.65,51.1,43.75,37.0,32.7,25.95,24.2,17.7,17.75,11.7,12.7,7.8,9.2,5.0,6.55,3.45,4.95,2.45,3.85,1.95,16142.85,16149.75,16139.8,16147.75,0
14,1657598340,97.9,18.57,88.2,76.7,66.85,59.4,49.2,45.0,35.45,33.75,24.9,24.75,17.0,18.2,11.25,13.0,7.5,9.4,4.85,6.7,3.35,5.05,2.45,3.85,1.9,16147.55,16147.95,16137.65,16140.5,0
15,1657598400,100.15,18.58,83.8,78.55,63.3,60.85,46.5,46.15,33.5,34.5,23.45,25.5,16.05,18.45,10.6,13.2,7.1,9.55,4.65,6.8,3.25,5.1,2.4,4.0,1.95,16140.6,16141.6,16134.2,16136.5,0
16,1657598460,98.85,18.58,84.95,77.65,64.1,60.15,47.0,46.0,33.85,34.15,23.65,25.2,16.15,18.3,10.65,13.15,7.1,9.55,4.6,6.85,3.25,5.1,2.4,3.95,1.95,16134.85,16136.3,16132.7,16136.3,0
