,epoch,PE_16250,vix_close,CE_16300,PE_16200,CE_16350,PE_16150,CE_16400,PE_16100,CE_16450,PE_16050,CE_16500,PE_16000,CE_16550,PE_15950,CE_16600,PE_15900,CE_16650,PE_15850,CE_16700,PE_15800,CE_16750,PE_15750,CE_16800,PE_15700,CE_16850,nifty_close
12,1654747020,32.15,19.6,52.15,18.85,29.75,10.35,15.25,5.65,7.55,3.0,4.2,1.8,2.45,1.25,1.7,0.95,1.5,0.8,1.2,0.7,1.15,0.5,1.1,0.55,1.05,16307.8
13,1654747080,31.25,19.59,52.7,18.2,29.9,9.85,15.35,5.15,7.6,2.6,4.15,1.6,2.45,1.05,1.7,0.85,1.45,0.75,1.2,0.65,1.15,0.55,1.1,0.6,1.0,16311.15
14,1654747140,29.75,19.59,56.5,17.05,32.75,8.95,17.1,4.7,8.5,2.35,4.65,1.55,2.65,1.0,1.8,0.75,1.45,0.7,1.2,0.65,1.15,0.55,1.1,0.55,1.0,16314.05
15,1654747200,28.9,19.58,56.55,16.5,32.65,8.65,17.15,4.55,8.5,2.25,4.7,1.45,2.65,1.0,1.75,0.75,1.45,0.65,1.2,0.6,1.15,0.55,1.1,0.55,1.05,16317.85
16,1654747260,31.5,19.63,51.55,18.2,29.3,9.5,15.25,4.9,7.6,2.5,4.35,1.55,2.5,1.05,1.8,0.8,1.5,0.65,1.2,0.6,1.15,0.55,1.1,0.6,1.0,16310.9
17,1654747320,31.85,19.65,50.0,18.4,27.9,9.75,14.3,5.1,7.05,2.6,4.05,1.6,2.35,1.05,1.65,0.8,1.45,0.65,1.2,0.6,1.2,0.55,1.1,0.55,1.0,16306.4
18,1654747380,32.65,19.6,47.45,19.05,26.0,10.05,13.1,5.45,6.3,2.8,3.65,1.65,2.15,1.1,1.65,0.8,1.4,0.7,1.15,0.65,1.15,0.55,1.05,0.5,1.05,16302.5
19,1654747440,30.35,19.59,50.8,17.45,28.2,9.15,14.4,4.9,6.95,2.65,3.9,1.7,2.3,1.05,1.75,0.85,1.5,0.75,1.2,0.65,1.15,0.55,1.05,0.5,1.0,16306.95
20,1654747500,34.4,19.6,43.8,19.9,23.5,10.45,11.85,5.45,6.0,2.8,3.6,1.7,2.3,1.1,1.7,0.85,1.45,0.75,1.25,0.65,1.1,0.55,1.05,0.55,1.0,16292.3
21,1654747560,30.9,19.58,48.45,17.4,26.9,8.95,13.95,4.7,6.9,2.5,4.05,1.55,2.4,1.05,1.7,0.8,1.45,0.75,1.25,0.65,1.15,0.55,1.1,0.55,1.0,16303.75
22,1654747620,28.55,19.59,53.1,16.1,29.95,8.3,15.6,4.5,7.75,2.35,4.4,1.55,2.55,1.05,1.8,0.85,1.5,0.7,1.25,0.7,1.15,0.55,1.15,0.6,1.0,16308.3
23,1654747680,26.05,19.57,55.25,14.3,31.4,7.1,16.4,3.8,8.1,2.05,4.6,1.45,2.6,1.0,1.8,0.8,1.5,0.7,1.25,0.7,1.25,0.55,1.15,0.6,1.1,16316.0
24,1654747740,27.75,19.57,53.35,15.4,30.3,7.8,15.3,4.15,7.45,2.2,4.3,1.45,2.55,1.05,1.85,0.85,1.5,0.7,1.3,0.65,1.2,0.6,1.15,0.6,1.1,16310.95
25,1654747800,28.3,19.56,51.35,15.65,28.9,7.9,14.85,4.25,7.25,2.3,4.2,1.45,2.5,1.05,1.8,0.85,1.45,0.7,1.25,0.65,1.15,0.6,1.1,0.6,1.05,16310.15
26,1654747860,25.65,19.55,56.05,14.1,31.95,7.05,16.5,3.85,7.95,2.1,4.45,1.4,2.55,1.05,1.8,0.85,1.5,0.75,1.25,0.7,1.25,0.6,1.15,0.6,1.05,16319.8
27,1654747920,26.25,19.57,55.25,14.3,31.35,7.2,16.1,3.9,7.8,2.1,4.5,1.4,2.55,1.05,1.85,0.8,1.5,0.7,1.3,0.7,1.2,0.6,1.1,0.6,1.05,16319.0
28,1654747980,22.9,19.49,63.05,12.65,36.7,6.4,19.05,3.55,9.2,2.0,5.0,1.45,2.7,1.05,1.9,0.85,1.55,0.8,1.35,0.75,1.2,0.65,1.1,0.6,1.05,16327.05
29,1654748040,22.6,19.5,63.6,12.55,36.9,6.5,19.15,3.55,9.15,1.95,4.95,1.3,2.7,1.0,1.85,0.85,1.55,0.7,1.35,0.65,1.2,0.6,1.1,0.6,1.1,16330.1
30,1654748100,21.75,19.56,65.25,12.2,37.85,6.4,19.85,3.55,9.5,2.0,5.05,1.35,2.7,1.05,1.9,0.85,1.55,0.8,1.35,0.7,1.2,0.55,1.1,0.65,1.05,16331.8
31,1654748160,23.8,19.66,61.0,13.2,35.0,6.9,18.3,3.75,8.85,2.05,4.8,1.4,2.7,1.0,1.85,0.8,1.5,0.75,1.3,0.7,1.25,0.55,1.1,0.6,1.05,16326.9
32,1654748220,23.95,19.68,58.9,13.3,33.55,6.9,17.45,3.85,8.35,2.1,4.7,1.4,2.65,0.95,1.85,0.8,1.5,0.75,1.3,0.65,1.15,0.55,1.05,0.6,1.1,16322.8
33,1654748280,23.85,19.69,58.65,13.2,33.5,6.8,17.35,3.75,8.5,2.05,4.75,1.35,2.7,0.95,1.85,0.8,1.5,0.75,1.3,0.65,1.15,0.55,1.05,0.6,1.0,16323.75
34,1654748340,24.95,19.71,55.65,13.75,31.55,6.95,16.4,3.75,8.05,2.05,4.6,1.4,2.7,0.95,1.8,0.85,1.5,0.75,1.3,0.65,1.15,0.55,1.05,0.6,1.0,16318.65
35,1654748400,25.9,19.68,53.4,14.4,29.75,7.3,15.45,3.9,7.5,2.1,4.35,1.35,2.6,1.0,1.8,0.8,1.45,0.75,1.3,0.65,1.2,0.6,1.0,0.65,0.95,16314.6
36,1654748460,26.75,19.71,51.2,14.8,28.3,7.45,14.3,4.05,7.0,2.1,4.0,1.4,2.45,1.05,1.8,0.8,1.45,0.75,1.25,0.7,1.15,0.6,1.0,0.65,0.95,16309.05
37,1654748520,25.35,19.71,53.55,14.05,30.0,7.1,15.55,3.95,7.8,2.2,4.45,1.4,2.6,1.05,1.75,0.85,1.5,0.8,1.3,0.75,1.2,0.6,1.05,0.6,1.0,16311.45
38,1654748580,23.65,19.69,55.15,12.9,30.85,6.5,16.0,3.6,7.65,2.05,4.3,1.4,2.55,1.0,1.8,0.85,1.45,0.65,1.3,0.7,1.1,0.65,1.05,0.65,1.0,16316.15
39,1654748640,22.1,19.68,57.95,12.2,33.1,6.15,17.1,3.5,8.25,2.0,4.55,1.35,2.6,1.05,1.85,0.8,1.45,0.7,1.3,0.65,1.2,0.6,1.05,0.6,1.05,16323.15
40,1654748700,21.15,19.62,60.4,11.6,34.2,5.95,17.85,3.3,8.6,1.9,4.65,1.3,2.6,1.05,1.8,0.8,1.5,0.65,1.3,0.65,1.15,0.65,1.05,0.6,1.0,16327.35
41,1654748760,21.6,19.62,60.55,11.8,34.55,6.0,18.15,3.35,8.8,1.85,4.75,1.3,2.65,1.05,1.75,0.75,1.45,0.7,1.25,0.7,1.15,0.55,1.05,0.65,1.0,16329.15
42,1654748820,20.3,19.6,61.5,11.0,35.0,5.65,18.2,3.2,8.75,1.9,4.75,1.35,2.65,1.0,1.8,0.8,1.5,0.65,1.3,0.7,1.15,0.6,1.0,0.6,1.0,16333.3
43,1654748880,21.75,19.61,60.2,11.75,34.1,5.9,17.75,3.3,8.55,1.9,4.6,1.4,2.6,0.95,1.75,0.75,1.55,0.7,1.3,0.65,1.1,0.6,1.05,0.6,1.0,16330.05
44,1654748940,23.6,19.64,55.2,12.95,30.65,6.55,15.7,3.55,7.65,1.95,4.25,1.35,2.5,1.05,1.7,0.85,1.5,0.75,1.3,0.65,1.1,0.6,1.05,0.6,1.0,16324.05
45,1654749000,24.45,19.63,54.4,13.55,29.95,6.75,15.4,3.6,7.3,2.05,4.05,1.4,2.4,1.05,1.7,0.8,1.45,0.75,1.3,0.65,1.1,0.6,1.05,0.65,1.05,16317.5
46,1654749060,20.45,19.59,61.5,11.1,35.25,5.65,18.5,3.15,8.85,1.8,4.75,1.35,2.6,1.0,1.75,0.8,1.5,0.7,1.25,0.7,1.1,0.6,1.0,0.6,1.0,16329.05
47,1654749120,20.8,19.61,61.15,11.25,34.65,5.6,18.05,3.1,8.65,1.75,4.65,1.3,2.6,0.95,1.8,0.75,1.5,0.75,1.3,0.7,1.15,0.6,1.0,0.6,1.0,16328.1
48,1654749180,21.95,19.61,58.65,11.95,32.9,5.95,17.3,3.25,8.35,1.75,4.5,1.3,2.55,0.95,1.75,0.75,1.45,0.7,1.2,0.65,1.1,0.6,1.05,0.55,0.95,16326.45
49,1654749240,21.8,19.62,58.95,11.85,33.35,5.85,17.3,3.2,8.3,1.85,4.55,1.25,2.55,1.0,1.75,0.8,1.4,0.75,1.2,0.65,1.05,0.55,1.0,0.55,0.95,16324.2
50,1654749300,22.45,19.6,56.35,11.95,31.6,5.85,16.45,3.15,7.85,1.85,4.35,1.35,2.45,0.95,1.65,0.8,1.45,0.75,1.15,0.65,1.05,0.6,1.0,0.55,0.95,16320.5
51,1654749360,22.65,19.62,56.0,12.05,31.5,5.85,16.35,3.15,7.85,1.8,4.3,1.3,2.4,1.0,1.7,0.8,1.45,0.8,1.15,0.7,1.05,0.65,1.0,0.6,0.9,16321.45
52,1654749420,21.25,19.59,58.8,11.25,33.3,5.4,17.3,3.0,8.35,1.75,4.45,1.4,2.45,1.05,1.7,0.85,1.4,0.8,1.15,0.7,1.1,0.65,1.0,0.6,0.95,16325.2
53,1654749480,21.35,19.6,58.65,11.35,33.2,5.5,17.3,3.1,8.3,1.8,4.55,1.35,2.5,1.05,1.75,0.8,1.45,0.8,1.15,0.7,1.05,0.65,1.05,0.6,0.95,16326.15
54,1654749540,21.65,19.59,58.1,11.5,32.5,5.65,16.75,3.1,8.05,1.8,4.35,1.35,2.45,1.0,1.7,0.85,1.4,0.8,1.15,0.7,1.05,0.6,1.0,0.6,1.0,16325.15
55,1654749600,21.05,19.56,58.7,11.2,33.05,5.5,17.1,3.0,8.2,1.75,4.45,1.4,2.45,1.05,1.65,0.8,1.4,0.75,1.2,0.7,1.05,0.6,1.0,0.6,0.95,16326.4
56,1654749660,22.75,19.59,55.7,12.15,30.9,5.95,16.0,3.15,7.75,1.8,4.2,1.4,2.4,1.05,1.65,0.85,1.45,0.8,1.2,0.75,1.1,0.6,1.0,0.6,1.0,16321.2
57,1654749720,22.7,19.56,55.75,12.15,30.9,5.85,16.1,3.15,7.7,1.8,4.15,1.4,2.35,1.1,1.6,0.85,1.4,0.8,1.2,0.7,1.05,0.6,0.95,0.6,0.95,16320.15
58,1654749780,24.8,19.56,51.1,13.15,27.95,6.35,14.35,3.4,7.0,1.95,3.9,1.45,2.2,1.05,1.55,0.85,1.35,0.85,1.2,0.75,1.0,0.6,1.0,0.6,0.95,16313.0
59,1654749840,25.9,19.55,47.75,13.85,25.45,6.65,12.8,3.6,6.2,2.1,3.5,1.6,2.1,1.15,1.5,0.95,1.3,0.85,1.15,0.75,1.0,0.6,1.0,0.6,0.9,16306.7
60,1654749900,27.2,19.56,45.2,14.5,23.85,7.1,12.0,3.7,5.95,2.05,3.45,1.55,2.0,1.2,1.45,0.9,1.3,0.85,1.15,0.75,1.0,0.6,0.95,0.6,0.95,16302.4
61,1654749960,23.8,19.57,51.8,12.55,28.35,5.9,14.8,3.1,7.4,1.75,4.1,1.4,2.45,1.05,1.7,0.85,1.45,0.75,1.2,0.7,1.05,0.65,1.0,0.55,0.95,16315.6
62,1654750020,21.3,19.54,56.15,11.15,30.8,5.3,15.9,2.9,7.85,1.8,4.2,1.45,2.3,1.15,1.6,0.85,1.4,0.8,1.2,0.65,1.1,0.65,1.0,0.6,0.95,16325.55
63,1654750080,22.5,19.55,54.55,11.85,29.75,5.7,15.3,3.15,7.5,1.9,4.1,1.5,2.4,1.15,1.65,0.9,1.4,0.8,1.15,0.7,1.1,0.65,0.95,0.6,0.9,16319.6
64,1654750140,21.7,19.56,55.55,11.4,30.6,5.4,15.9,3.0,7.75,1.8,4.25,1.45,2.35,1.15,1.7,0.9,1.35,0.8,1.15,0.65,1.1,0.65,0.95,0.6,0.9,16324.35
65,1654750200,19.5,19.55,61.15,10.15,34.0,5.0,17.55,2.85,8.55,1.8,4.55,1.45,2.45,1.15,1.7,0.9,1.35,0.8,1.15,0.7,1.05,0.65,1.0,0.65,0.95,16331.7
66,1654750260,14.05,19.48,71.7,7.45,41.35,3.95,21.65,2.45,10.2,1.7,5.15,1.35,2.6,1.15,1.7,0.9,1.4,0.8,1.25,0.7,1.1,0.6,1.0,0.6,0.9,16346.4
67,1654750320,14.5,19.5,68.65,7.7,39.25,4.15,20.1,2.6,9.3,1.75,4.8,1.4,2.6,1.1,1.7,0.9,1.4,0.75,1.2,0.7,1.05,0.55,1.0,0.65,0.9,16346.7
68,1654750380,13.3,19.47,76.55,7.3,44.85,4.05,23.7,2.55,11.35,1.7,5.75,1.3,2.85,1.1,1.8,0.95,1.4,0.8,1.2,0.7,1.05,0.55,0.95,0.6,0.9,16356.45
69,1654750440,15.5,19.48,71.0,8.45,40.65,4.5,21.05,2.7,9.95,1.75,5.1,1.4,2.75,1.05,1.75,0.95,1.4,0.8,1.15,0.7,1.1,0.55,1.0,0.6,0.95,16349.45
70,1654750500,13.25,19.77,77.5,7.2,45.75,3.95,24.3,2.4,11.7,1.7,6.05,1.4,2.95,1.1,1.85,0.95,1.4,0.85,1.15,0.7,1.05,0.55,0.95,0.55,0.9,16361.55
71,1654750560,14.3,19.75,73.0,7.95,42.15,4.25,22.0,2.55,10.35,1.75,5.25,1.35,2.75,1.1,1.75,0.9,1.35,0.75,1.15,0.65,1.05,0.55,0.95,0.6,0.9,16354.85
72,1654750620,14.05,19.76,73.5,7.85,42.6,4.25,22.2,2.6,10.4,1.8,5.3,1.35,2.75,1.05,1.75,0.9,1.35,0.75,1.1,0.65,1.05,0.6,0.95,0.55,0.9,16354.6
73,1654750680,14.05,19.38,75.75,7.85,43.85,4.3,22.7,2.7,10.25,1.85,5.2,1.4,2.65,1.1,1.7,0.9,1.3,0.75,1.1,0.65,1.05,0.55,0.9,0.6,0.9,16356.55
74,1654750740,12.7,19.41,80.8,7.15,47.4,4.0,24.75,2.6,11.35,1.8,5.55,1.4,2.8,1.05,1.75,0.85,1.35,0.75,1.15,0.65,1.0,0.6,0.95,0.6,0.9,16365.4
75,1654750800,12.8,19.42,81.4,7.2,47.75,4.05,24.9,2.55,11.4,1.75,5.6,1.35,2.75,1.1,1.7,0.85,1.35,0.75,1.15,0.65,1.05,0.55,0.9,0.6,0.95,16364.55
76,1654750860,13.05,19.4,79.25,7.3,45.9,4.0,23.9,2.6,10.85,1.8,5.25,1.35,2.7,1.05,1.8,0.85,1.3,0.8,1.1,0.65,1.0,0.55,0.9,0.6,0.9,16364.45
77,1654750920,13.95,19.41,76.55,7.8,43.95,4.3,22.85,2.65,10.3,1.8,5.15,1.35,2.7,1.1,1.8,0.85,1.35,0.75,1.05,0.6,1.0,0.5,0.9,0.55,0.8,16362.05
78,1654750980,13.6,19.43,77.7,7.65,44.55,4.15,23.1,2.55,10.45,1.75,5.1,1.35,2.6,1.05,1.75,0.85,1.35,0.8,1.1,0.6,1.0,0.55,0.95,0.6,0.8,16362.65
79,1654751040,12.5,19.43,80.85,7.05,47.75,3.85,24.8,2.45,11.3,1.75,5.5,1.35,2.75,1.05,1.8,0.9,1.3,0.8,1.1,0.65,1.05,0.5,0.95,0.6,0.75,16369.8
80,1654751100,12.5,19.44,80.9,6.95,47.15,3.9,24.5,2.5,11.2,1.7,5.45,1.35,2.65,1.05,1.7,0.85,1.25,0.75,1.05,0.65,1.0,0.55,0.9,0.55,0.8,16368.15
81,1654751160,12.3,19.45,81.0,6.95,47.15,3.95,24.6,2.5,11.1,1.7,5.45,1.35,2.7,1.0,1.7,0.85,1.3,0.8,1.05,0.65,0.95,0.55,0.9,0.55,0.75,16369.7
82,1654751220,12.45,19.43,80.05,6.95,46.35,3.95,23.9,2.55,10.75,1.75,5.2,1.35,2.6,1.0,1.75,0.9,1.3,0.75,1.1,0.65,0.95,0.55,0.85,0.6,0.8,16369.4
83,1654751280,12.3,19.43,81.25,6.8,47.15,3.85,24.35,2.45,10.9,1.7,5.1,1.35,2.55,1.05,1.6,0.9,1.25,0.8,1.05,0.75,0.95,0.55,0.85,0.6,0.8,16368.65
84,1654751340,11.15,19.37,83.6,6.2,49.1,3.45,25.4,2.25,11.45,1.65,5.35,1.35,2.55,1.0,1.7,0.9,1.2,0.8,1.0,0.7,0.9,0.6,0.85,0.6,0.8,16375.5
85,1654751400,12.25,19.38,80.6,6.8,46.75,3.75,24.2,2.4,10.9,1.6,5.1,1.35,2.5,1.05,1.55,0.9,1.2,0.75,1.0,0.7,0.9,0.65,0.85,0.65,0.75,16369.7
86,1654751460,11.65,19.37,81.9,6.5,47.65,3.7,24.55,2.4,11.0,1.65,5.2,1.3,2.55,1.05,1.6,0.9,1.2,0.8,0.95,0.75,0.85,0.6,0.8,0.65,0.75,16372.05
87,1654751520,11.15,19.36,82.15,6.35,47.85,3.6,24.65,2.3,11.05,1.7,5.2,1.3,2.5,1.05,1.5,0.9,1.1,0.8,0.9,0.75,0.85,0.65,0.8,0.7,0.75,16372.2
88,1654751580,11.0,19.39,84.15,6.4,49.55,3.65,25.7,2.4,11.5,1.7,5.4,1.4,2.55,1.05,1.5,0.95,1.05,0.85,0.85,0.7,0.8,0.6,0.75,0.65,0.7,16373.05
89,1654751640,10.15,19.37,87.75,6.0,52.05,3.6,27.1,2.35,11.9,1.7,5.55,1.4,2.6,1.1,1.55,0.9,1.1,0.8,0.9,0.75,0.8,0.65,0.75,0.7,0.7,16377.25
90,1654751700,10.8,19.37,82.05,6.25,47.5,3.7,24.45,2.45,10.75,1.75,5.1,1.45,2.45,1.05,1.55,1.0,1.1,0.85,0.9,0.8,0.75,0.65,0.7,0.65,0.65,16372.5
91,1654751760,12.0,19.39,77.4,6.95,43.7,4.05,21.85,2.65,9.3,1.8,4.25,1.45,2.05,1.05,1.35,0.95,1.0,0.8,0.8,0.8,0.75,0.7,0.7,0.7,0.65,16363.4
92,1654751820,12.5,19.37,75.0,7.25,41.75,4.1,20.5,2.65,8.7,1.8,4.1,1.45,2.0,1.1,1.25,0.95,0.95,0.85,0.8,0.8,0.75,0.7,0.65,0.7,0.6,16360.1
93,1654751880,12.65,19.36,74.8,7.15,41.75,4.1,20.25,2.6,8.4,1.8,4.0,1.45,1.95,1.05,1.2,0.9,0.95,0.8,0.85,0.75,0.8,0.7,0.65,0.7,0.6,16358.75
94,1654751940,11.85,19.38,76.05,6.7,42.8,3.8,21.3,2.45,8.8,1.75,4.1,1.35,2.0,1.05,1.2,0.9,0.9,0.85,0.75,0.8,0.7,0.7,0.7,0.65,0.7,16361.95
95,1654752000,11.0,19.4,79.35,6.2,45.4,3.6,22.95,2.45,9.9,1.75,4.6,1.35,2.1,1.0,1.25,0.95,0.95,0.85,0.75,0.75,0.65,0.7,0.7,0.7,0.6,16367.8
96,1654752060,10.4,19.4,80.95,5.9,46.4,3.45,23.65,2.3,10.25,1.65,4.75,1.35,2.15,0.95,1.25,0.9,0.9,0.85,0.8,0.75,0.65,0.65,0.7,0.65,0.65,16369.75
97,1654752120,12.1,19.39,74.95,6.8,42.35,3.75,20.85,2.4,9.05,1.7,4.25,1.35,2.0,1.05,1.2,0.95,0.85,0.8,0.75,0.75,0.7,0.7,0.7,0.7,0.6,16361.35
98,1654752180,12.85,19.42,73.5,7.25,40.45,4.05,20.05,2.65,8.6,1.85,4.0,1.4,1.95,1.1,1.15,0.9,0.9,0.8,0.75,0.75,0.65,0.7,0.6,0.7,0.6,16357.2
99,1654752240,12.1,19.41,75.05,6.85,42.1,3.9,20.85,2.55,8.95,1.8,4.2,1.4,2.0,1.05,1.2,0.9,0.9,0.8,0.8,0.75,0.65,0.7,0.6,0.65,0.6,16360.9
100,1654752300,11.1,19.45,80.0,6.25,45.8,3.55,23.1,2.4,10.0,1.7,4.65,1.35,2.1,1.05,1.25,0.95,0.9,0.85,0.75,0.75,0.7,0.75,0.6,0.7,0.6,16368.6
101,1654752360,11.5,19.45,79.55,6.45,45.15,3.65,22.9,2.4,10.0,1.7,4.6,1.35,2.15,1.05,1.2,0.85,0.85,0.8,0.75,0.7,0.65,0.65,0.65,0.65,0.65,16366.7
102,1654752420,10.65,19.42,82.05,6.0,47.2,3.55,24.15,2.35,10.5,1.7,4.8,1.35,2.25,1.05,1.2,0.9,0.9,0.85,0.7,0.8,0.7,0.65,0.65,0.65,0.6,16372.1
103,1654752480,10.25,19.4,84.0,5.9,48.65,3.45,24.95,2.35,10.9,1.65,4.95,1.35,2.3,1.0,1.2,0.9,0.95,0.8,0.75,0.75,0.7,0.65,0.65,0.65,0.65,16375.5
104,1654752540,9.15,19.41,88.1,5.3,51.85,3.1,26.8,2.1,11.8,1.6,5.4,1.3,2.4,1.05,1.3,0.85,0.9,0.8,0.75,0.7,0.65,0.7,0.6,0.65,0.6,16380.35
105,1654752600,7.3,19.34,97.85,4.35,59.1,2.6,31.35,1.75,13.95,1.4,6.05,1.2,2.65,0.95,1.35,0.85,0.95,0.75,0.75,0.7,0.65,0.65,0.6,0.7,0.6,16392.45
106,1654752660,8.15,19.37,92.65,4.75,54.75,2.8,28.4,1.85,12.3,1.45,5.45,1.2,2.4,1.05,1.3,0.8,0.9,0.75,0.75,0.7,0.65,0.6,0.6,0.65,0.6,16383.5
107,1654752720,8.9,19.38,89.4,5.15,52.45,3.05,27.15,2.0,11.9,1.5,5.25,1.2,2.3,0.95,1.25,0.85,0.9,0.8,0.75,0.7,0.6,0.6,0.55,0.65,0.6,16378.7
108,1654752780,9.15,19.39,87.3,5.2,50.7,3.1,25.9,2.0,11.35,1.5,4.9,1.25,2.15,1.0,1.2,0.85,0.9,0.8,0.75,0.75,0.65,0.65,0.55,0.7,0.55,16376.35
109,1654752840,9.4,19.39,85.55,5.35,49.55,3.15,25.35,2.1,10.85,1.45,4.7,1.25,2.2,0.95,1.2,0.9,0.85,0.75,0.75,0.75,0.7,0.65,0.55,0.65,0.55,16375.0
110,1654752900,9.85,19.41,83.7,5.55,48.35,3.2,24.45,2.1,10.5,1.5,4.6,1.25,2.15,0.95,1.2,0.85,0.8,0.75,0.65,0.7,0.6,0.65,0.55,0.65,0.55,16371.95
111,1654752960,9.0,19.42,88.1,5.1,51.7,3.0,26.55,2.0,11.4,1.45,4.9,1.15,2.15,0.95,1.25,0.85,0.85,0.75,0.7,0.75,0.65,0.6,0.6,0.65,0.5,16376.4
112,1654753020,9.15,19.44,86.7,5.2,50.6,2.95,26.05,2.05,11.15,1.5,4.85,1.2,2.15,1.0,1.2,0.9,0.9,0.8,0.7,0.7,0.65,0.65,0.55,0.65,0.55,16376.35
113,1654753080,9.5,19.43,85.55,5.3,49.85,3.0,25.55,2.0,11.0,1.5,4.8,1.2,2.2,0.95,1.2,0.95,0.85,0.8,0.65,0.8,0.6,0.7,0.6,0.65,0.55,16375.0
114,1654753140,10.05,19.44,80.5,5.5,45.8,3.1,23.2,2.0,9.75,1.5,4.35,1.15,2.05,0.95,1.15,0.85,0.85,0.75,0.7,0.75,0.6,0.65,0.6,0.65,0.5,16371.25
115,1654753200,9.9,19.45,79.75,5.5,45.4,3.05,22.9,1.95,9.65,1.5,4.35,1.2,2.05,0.95,1.1,0.9,0.85,0.8,0.65,0.75,0.6,0.65,0.55,0.65,0.6,16371.85
116,1654753260,10.3,19.43,76.15,5.7,42.75,3.1,20.9,2.05,8.7,1.5,3.95,1.2,1.95,0.95,1.1,0.9,0.85,0.75,0.65,0.7,0.65,0.6,0.55,0.65,0.55,16366.6
117,1654753320,10.95,19.44,72.75,6.0,40.2,3.25,19.55,2.05,8.2,1.45,3.8,1.25,1.8,0.95,0.95,0.9,0.8,0.75,0.7,0.75,0.6,0.6,0.55,0.65,0.5,16362.6
118,1654753380,10.25,19.42,76.3,5.75,42.55,3.3,20.85,2.15,8.95,1.5,4.15,1.2,1.85,1.0,1.0,0.85,0.8,0.8,0.65,0.75,0.6,0.65,0.5,0.65,0.5,16365.45
119,1654753440,10.45,19.41,76.8,5.9,43.15,3.4,21.35,2.25,9.1,1.55,4.15,1.15,1.85,0.95,1.0,0.9,0.8,0.8,0.65,0.75,0.55,0.65,0.5,0.7,0.5,16365.85
120,1654753500,11.4,19.42,72.5,6.35,39.65,3.6,19.25,2.25,7.9,1.55,3.8,1.2,1.7,0.95,0.95,0.9,0.8,0.75,0.7,0.7,0.55,0.65,0.5,0.65,0.5,16361.05
121,1654753560,10.75,19.41,74.5,6.0,41.1,3.4,20.3,2.2,8.5,1.5,4.1,1.2,1.8,1.0,0.95,0.9,0.75,0.8,0.7,0.7,0.55,0.6,0.5,0.65,0.55,16362.3
