,epoch,PE_16300,vix_close,CE_16350,PE_16250,CE_16400,PE_16200,CE_16450,PE_16150,CE_16500,PE_16100,CE_16550,PE_16050,CE_16600,PE_16000,CE_16650,PE_15950,CE_16700,PE_15900,CE_16750,PE_15850,CE_16800,PE_15800,CE_16850,PE_15750,CE_16900,nifty_open,nifty_high,nifty_low,nifty_close,nifty_volume
0,1654832700,148.45,19.32,137.3,127.35,113.9,108.0,93.4,91.05,75.4,76.45,60.3,64.5,47.15,53.7,36.3,44.35,27.85,36.55,21.35,30.05,16.05,24.5,12.0,19.8,8.85,16283.95,16316.55,16278.1,16312.3,0
1,1654832760,155.45,19.31,128.0,132.6,105.45,112.4,85.75,95.3,68.6,80.35,54.5,67.35,42.15,56.0,32.5,46.6,24.85,38.55,18.75,31.45,13.9,25.65,10.5,20.7,7.9,16312.85,16314.3,16299.0,16303.9,0
2,1654832820,157.45,19.37,127.55,134.85,105.3,114.65,85.85,96.95,68.65,81.75,54.45,68.6,42.4,57.25,32.7,47.5,24.95,39.2,18.85,32.05,14.1,26.25,10.45,21.4,7.8,16303.6,16313.5,16297.85,16297.85,0
3,1654832880,157.25,19.33,127.6,134.65,104.95,114.55,85.5,97.0,68.45,81.55,54.2,68.65,42.4,57.05,32.6,47.45,24.95,39.05,18.9,32.2,14.15,26.25,10.5,21.4,7.9,16296.9,16301.35,16284.4,16301.2,0
4,1654832940,153.55,19.27,131.85,131.2,109.0,111.3,89.1,94.2,71.6,79.1,56.85,66.35,44.45,55.35,34.4,45.9,26.35,37.85,19.9,31.15,14.95,25.3,11.05,20.55,8.25,16299.25,16312.35,16299.1,16308.95,0
5,1654833000,152.1,19.23,131.55,130.1,108.6,109.95,88.95,92.85,71.45,77.85,57.0,65.45,44.45,54.4,34.55,44.95,26.45,37.05,20.15,30.4,15.2,24.9,11.3,20.1,8.4,16309.05,16310.3,16298.85,16309.25,0
6,1654833060,148.0,19.17,137.85,126.2,114.55,107.3,93.8,89.95,75.85,75.8,60.6,63.15,47.4,52.8,36.8,43.55,28.35,35.85,21.65,29.6,16.25,23.95,12.05,19.4,8.9,16310.0,16324.7,16309.8,16319.7,0
7,1654833120,149.9,19.18,135.65,127.75,112.2,108.15,92.0,91.1,74.45,76.0,59.55,63.7,46.55,52.85,35.9,43.55,27.8,36.0,21.1,29.55,15.9,24.05,11.75,19.5,8.75,16321.15,16322.75,16316.2,16317.0,0
8,1654833180,151.0,19.09,134.7,129.3,111.85,109.4,91.35,91.95,74.1,76.7,59.05,64.3,46.15,53.35,35.75,44.0,27.5,36.35,20.8,29.8,15.65,24.2,11.5,19.75,8.65,16317.4,16317.5,16309.0,16312.75,0
9,1654833240,151.65,19.1,130.6,130.0,108.4,109.65,88.5,92.15,71.3,77.2,56.75,64.55,44.3,53.55,34.2,44.1,26.3,36.25,19.9,29.65,14.9,24.25,11.05,19.75,8.25,16313.35,16315.4,16308.75,16309.85,0
