	epoch	option_close	vix_close	nifty_close
0	1654832700	690.0	19.32	16312.3
1	1654832760	705.35	19.31	16303.9
2	1654832820	708.85	19.37	16297.85
3	1654832880	708.95	19.33	16301.2
4	1654832940	700.2	19.27	16308.95
5	1654833000	698.3	19.23	16309.25
6	1654833060	685.45	19.17	16319.7
7	1654833120	689.0	19.18	16317.0
8	1654833180	699.0	19.09	16312.75
9	1654833240	697.5	19.1	16309.85
10	1654833300	713.45	19.17	16292.65
11	1654833360	713.95	19.22	16292.15
12	1654833420	719.0	19.34	16284.5
13	1654833480	713.55	19.29	16287.05
14	1654833540	738.2	19.33	16265.25
15	1654833600	734.95	19.31	16261.8
16	1654833660	734.6	19.27	16264.9
17	1654833720	735.0	19.29	16267.75
18	1654833780	735.0	19.26	16274.2
19	1654833840	733.4	19.27	16268.7
20	1654833900	735.7	19.29	16269.6
21	1654833960	732.4	19.3	16270.5
22	1654834020	739.5	19.32	16264.75
23	1654834080	730.7	19.3	16268.3
24	1654834140	726.0	19.29	16277.05
25	1654834200	726.85	19.3	16274.95
26	1654834260	718.6	19.27	16280.2
27	1654834320	728.6	19.29	16276.0
28	1654834380	729.95	19.33	16274.6
29	1654834440	720.0	19.29	16282.65
30	1654834500	731.0	19.31	16275.35
31	1654834560	731.0	19.29	16274.2
32	1654834620	735.0	19.31	16268.9
33	1654834680	726.95	19.24	16281.65
34	1654834740	721.55	19.22	16285.15
35	1654834800	720.95	19.23	16285.55
36	1654834860	719.35	19.23	16289.3
37	1654834920	712.55	19.25	16294.0
38	1654834980	715.1	19.28	16291.45
39	1654835040	722.9	19.28	16286.0
40	1654835100	727.15	19.3	16278.5
41	1654835160	732.55	19.31	16273.05
42	1654835220	727.2	19.37	16272.95
43	1654835280	738.0	19.41	16267.3
44	1654835340	732.95	19.35	16272.5
45	1654835400	734.65	19.36	16266.0
46	1654835460	734.65	19.32	16264.8
47	1654835520	733.25	19.32	16264.7
48	1654835580	728.55	19.28	16274.95
49	1654835640	728.8	19.31	16275.25
50	1654835700	734.0	19.33	16268.25
51	1654835760	751.2	19.38	16253.5
52	1654835820	744.35	19.37	16258.7
53	1654835880	744.9	19.35	16261.75
54	1654835940	745.5	19.39	16258.4
55	1654836000	742.65	19.36	16259.8
56	1654836060	740.05	19.33	16264.4
57	1654836120	742.55	19.35	16261.8
58	1654836180	742.6	19.32	16263.1
59	1654836240	742.6	19.31	16263.5
60	1654836300	734.9	19.28	16265.8
