	epoch	option_close	vix_close	nifty_close
0	1657683900	155.2	18.29	16127.25
1	1657683960	157.05	18.32	16127.45
2	1657684020	156.95	18.27	16130.2
3	1657684080	154.2	18.26	16119.45
4	1657684140	151.6	18.29	16113.45
5	1657684200	148.75	18.29	16117.65
6	1657684260	143.85	18.37	16106.35
7	1657684320	147.0	18.35	16110.9
8	1657684380	148.25	18.34	16110.9
9	1657684440	154.05	18.34	16118.65
10	1657684500	155.2	18.33	16122.95
11	1657684560	156.1	18.32	16122.45
12	1657684620	157.35	18.31	16125.95
13	1657684680	155.05	18.32	16118.2
14	1657684740	155.95	18.32	16119.0
15	1657684800	159.2	18.33	16125.3
16	1657684860	158.25	18.32	16124.0
17	1657684920	152.8	18.33	16117.75
18	1657684980	154.8	18.31	16118.05
19	1657685040	151.3	18.31	16113.55
20	1657685100	152.75	18.31	16114.4
21	1657685160	151.6	18.28	16112.65
22	1657685220	154.35	18.28	16115.85
23	1657685280	155.3	18.26	16118.9
24	1657685340	155.2	18.26	16118.2
25	1657685400	152.1	18.28	16111.45
26	1657685460	151.15	18.28	16112.65
27	1657685520	153.35	18.28	16114.15
28	1657685580	156.5	18.25	16119.65
29	1657685640	157.9	18.23	16123.9
30	1657685700	158.2	18.24	16122.15
31	1657685760	158.6	18.24	16125.4
32	1657685820	159.8	18.24	16126.5
33	1657685880	160.55	18.24	16127.25
34	1657685940	159.1	18.23	16127.8
35	1657686000	157.5	18.23	16123.9
36	1657686060	158.2	18.22	16123.35
37	1657686120	156.0	18.22	16120.7
38	1657686180	157.45	18.2	16122.65
39	1657686240	156.9	18.19	16121.5
40	1657686300	154.2	18.2	16116.4
41	1657686360	154.4	18.18	16116.4
42	1657686420	154.8	18.19	16116.45
43	1657686480	156.75	18.19	16121.7
44	1657686540	157.8	18.19	16121.45
45	1657686600	158.25	18.19	16124.75
46	1657686660	154.05	18.19	16120.05
47	1657686720	151.75	18.17	16116.35
48	1657686780	149.25	18.14	16109.5
49	1657686840	152.75	18.16	16116.2
50	1657686900	153.4	18.16	16118.55
51	1657686960	155.7	18.15	16120.65
52	1657687020	154.4	18.14	16119.45
53	1657687080	155.7	18.12	16120.25
54	1657687140	162.8	18.11	16130.35
55	1657687200	165.6	18.11	16133.95
56	1657687260	165.55	18.09	16134.25
57	1657687320	164.05	18.1	16131.85
58	1657687380	164.65	18.12	16130.35
59	1657687440	164.15	18.12	16129.25
60	1657687500	163.5	18.11	16130.7
61	1657687560	160.6	18.14	16123.3
62	1657687620	157.5	18.12	16119.9
63	1657687680	155.5	18.12	16118.3
64	1657687740	147.9	18.11	16107.65
65	1657687800	145.25	18.14	16103.35
66	1657687860	143.4	18.14	16101.85
67	1657687920	140.75	18.2	16097.25
68	1657687980	137.45	18.2	16092.35
69	1657688040	133.8	18.21	16085.85
70	1657688100	137.3	18.22	16092.1
71	1657688160	137.35	18.22	16093.8
72	1657688220	135.75	18.22	16090.3
73	1657688280	135.2	18.22	16087.95
74	1657688340	136.3	18.2	16090.3
75	1657688400	131.6	18.21	16080.95
76	1657688460	133.35	18.22	16084.85
77	1657688520	130.0	18.24	16077.35
78	1657688580	130.9	18.25	16078.1
79	1657688640	132.65	18.23	16081.6
80	1657688700	127.35	18.29	16072.45
81	1657688760	126.05	18.32	16068.0
82	1657688820	125.7	18.32	16069.0
83	1657688880	125.0	18.31	16068.75
84	1657688940	126.65	18.31	16068.95
85	1657689000	128.0	18.26	16074.7
86	1657689060	128.25	18.26	16075.0
87	1657689120	124.45	18.27	16070.5
88	1657689180	124.8	18.28	16070.15
89	1657689240	127.45	18.26	16074.1
90	1657689300	131.55	18.23	16081.75
91	1657689360	130.45	18.26	16079.8
92	1657689420	131.8	18.24	16081.7
93	1657689480	130.0	18.25	16079.2
94	1657689540	126.25	18.26	16073.7
95	1657689600	121.0	18.32	16063.7
96	1657689660	121.65	18.36	16060.95
97	1657689720	123.9	18.35	16065.55
98	1657689780	126.85	18.33	16073.85
99	1657689840	126.45	18.32	16071.95
100	1657689900	126.65	18.32	16073.1
101	1657689960	127.15	18.32	16074.3
102	1657690020	131.25	18.28	16080.3
103	1657690080	128.75	18.3	16076.35
104	1657690140	129.5	18.29	16077.6
105	1657690200	128.3	18.3	16077.3
106	1657690260	126.35	18.32	16072.1
107	1657690320	126.75	18.33	16071.25
108	1657690380	127.2	18.32	16072.55
109	1657690440	124.7	18.32	16069.8
110	1657690500	125.3	18.33	16067.8
111	1657690560	124.65	18.34	16066.5
112	1657690620	124.1	18.33	16065.95
113	1657690680	126.4	18.34	16069.4
114	1657690740	128.4	18.34	16071.95
115	1657690800	128.85	18.31	16074.5
116	1657690860	129.35	18.3	16077.45
117	1657690920	127.0	18.3	16076.25
118	1657690980	129.8	18.3	16076.05
119	1657691040	129.6	18.27	16077.5
120	1657691100	130.7	18.27	16078.2
121	1657691160	130.3	18.25	16078.95
122	1657691220	128.9	18.26	16078.2
123	1657691280	132.0	18.26	16081.25
124	1657691340	135.4	18.21	16087.1
125	1657691400	133.2	18.23	16083.4
126	1657691460	134.25	18.22	16082.5
127	1657691520	137.2	18.23	16089.0
128	1657691580	136.8	18.23	16087.75
129	1657691640	138.5	18.22	16092.75
130	1657691700	140.25	18.19	16096.7
131	1657691760	140.4	18.16	16099.8
132	1657691820	142.8	18.13	16101.9
133	1657691880	139.5	18.17	16097.9
134	1657691940	136.25	18.17	16091.55
135	1657692000	137.45	18.16	16093.9
136	1657692060	135.75	18.2	16092.1
137	1657692120	133.45	18.21	16088.85
138	1657692180	136.25	18.19	16089.95
139	1657692240	139.9	18.15	16095.3
140	1657692300	137.3	18.15	16095.25
141	1657692360	137.25	18.16	16094.55
142	1657692420	139.65	18.15	16096.45
143	1657692480	137.05	18.17	16093.4
144	1657692540	138.6	18.16	16095.45
145	1657692600	136.95	18.17	16093.85
146	1657692660	134.55	18.2	16090.3
147	1657692720	134.15	18.2	16087.6
148	1657692780	131.05	18.2	16084.85
149	1657692840	131.8	18.2	16084.45
150	1657692900	127.65	18.24	16077.95
151	1657692960	130.7	18.21	16081.9
152	1657693020	131.7	18.21	16085.35
153	1657693080	130.5	18.21	16082.5
