,epoch,PE_15750,vix_close,CE_15800,PE_15700,CE_15850,PE_15650,CE_15900,PE_15600,CE_15950,PE_15550,CE_16000,PE_15500,CE_16050,PE_15450,CE_16100,PE_15400,CE_16150,PE_15350,CE_16200,PE_15300,CE_16250,PE_15250,CE_16300,PE_15200,CE_16350,nifty_open,nifty_high,nifty_low,nifty_close,nifty_volume
0,1656387900,115.15,21.38,100.3,94.5,78.85,76.7,60.05,62.3,45.1,49.8,32.95,39.75,23.25,31.05,16.25,24.4,11.2,19.0,7.75,14.7,5.4,11.2,3.7,8.8,2.75,15757.45,15787.9,15753.45,15763.9,0
1,1656387960,109.05,21.43,107.4,89.35,84.95,72.35,65.15,57.9,49.35,46.25,36.1,36.7,25.85,28.8,17.9,22.4,12.15,17.3,8.45,13.5,5.8,10.3,4.05,8.0,3.0,15763.2,15782.65,15762.65,15780.45,0
2,1656388020,111.9,21.39,102.95,90.9,80.9,73.8,62.2,59.2,46.45,47.2,34.15,37.2,24.55,29.15,17.0,22.95,11.9,17.75,8.25,13.9,5.75,10.85,4.2,8.4,3.15,15781.25,15792.35,15768.0,15769.2,0
3,1656388080,112.6,21.39,100.2,91.75,78.4,74.55,59.85,59.8,44.9,47.6,32.8,37.7,23.4,29.55,16.15,23.25,11.1,18.3,7.75,14.3,5.45,11.05,4.0,8.85,3.0,15770.05,15772.85,15762.1,15766.4,0
4,1656388140,109.3,21.42,101.95,88.65,79.9,72.1,60.85,57.5,45.3,45.35,33.45,36.25,24.1,28.25,16.5,22.5,11.5,17.35,8.2,13.8,5.75,10.8,4.2,8.45,3.2,15767.25,15776.05,15764.05,15773.8,0
5,1656388200,119.7,21.38,92.5,98.3,72.2,79.25,54.65,64.05,40.6,51.3,29.75,40.6,21.0,31.9,14.6,24.9,10.05,19.55,7.15,15.3,5.15,11.85,3.85,9.35,2.95,15771.85,15771.85,15744.75,15745.85,0
6,1656388260,125.75,21.44,91.55,103.65,70.9,84.5,53.8,68.4,39.95,54.9,29.0,43.7,20.65,34.5,14.15,27.0,9.85,21.0,6.95,16.4,5.0,12.65,3.7,9.85,2.8,15746.25,15746.25,15735.95,15738.85,0
7,1656388320,124.6,21.5,91.85,103.0,71.45,83.8,53.75,67.8,40.05,54.3,29.1,42.95,20.45,33.95,14.15,26.45,9.7,20.6,6.75,16.0,4.75,12.25,3.55,9.5,2.75,15738.4,15746.55,15738.4,15745.15,0
8,1656388380,125.55,21.54,91.3,103.7,71.0,84.75,53.8,68.4,39.95,54.8,29.05,43.3,20.5,34.25,14.1,26.75,9.65,20.9,6.8,16.2,4.8,12.5,3.6,9.6,2.8,15744.4,15753.85,15744.4,15744.5,0
9,1656388440,127.0,21.66,92.1,104.8,71.35,86.7,53.95,69.5,40.1,56.15,29.2,44.2,20.5,35.05,14.2,27.45,9.55,21.5,6.75,16.6,4.8,12.8,3.7,9.85,2.9,15742.75,15747.1,15732.4,15742.6,0
