,epoch,PE_15900,vix_close,CE_15950,PE_15850,CE_16000,PE_15800,CE_16050,PE_15750,CE_16100,PE_15700,CE_16150,PE_15650,CE_16200,PE_15600,CE_16250,PE_15550,CE_16300,PE_15500,CE_16350,PE_15450,CE_16400,PE_15400,CE_16450,PE_15350,CE_16500,nifty_open,nifty_high,nifty_low,nifty_close,nifty_volume
0,1656992700,110.95,20.85,82.85,89.0,62.0,70.8,44.85,55.85,31.65,43.35,21.4,33.85,14.05,26.05,8.95,19.8,5.85,15.2,3.95,11.8,2.8,9.05,2.2,7.1,1.85,15909.15,15930.8,15891.55,15911.5,0
1,1656992760,108.35,20.78,84.9,86.65,63.4,68.35,45.95,53.9,32.2,41.75,21.8,32.4,14.25,25.05,9.0,19.2,5.85,14.9,3.9,11.65,2.7,9.0,2.05,7.1,1.75,15912.65,15925.25,15912.25,15918.2,0
2,1656992820,108.0,20.76,84.75,86.7,63.25,68.45,45.8,54.0,32.1,42.0,21.7,32.5,14.3,25.1,9.05,19.4,5.8,15.1,3.8,11.8,2.6,9.1,2.0,7.15,1.7,15920.5,15924.3,15916.9,15919.95,0
3,1656992880,103.05,20.71,91.0,82.45,68.65,65.15,50.0,51.35,35.4,39.95,24.1,31.15,16.0,24.25,10.1,18.7,6.35,14.75,4.0,11.45,2.7,8.95,2.05,7.15,1.7,15920.7,15928.55,15920.35,15928.0,0
4,1656992940,102.8,20.72,91.8,82.45,69.1,65.15,50.6,51.35,35.6,40.0,24.25,31.25,16.05,24.45,10.05,18.95,6.4,14.9,4.05,11.65,2.7,9.1,2.0,7.2,1.7,15928.35,15935.05,15928.35,15931.1,0
5,1656993000,101.2,20.72,93.3,81.15,70.3,64.3,51.5,50.7,36.3,39.55,24.95,30.9,16.5,24.15,10.45,18.8,6.6,14.85,4.1,11.65,2.7,9.15,2.0,7.35,1.65,15931.45,15933.45,15924.55,15933.45,0
6,1656993060,103.75,20.74,89.0,83.15,67.0,65.5,48.7,51.7,34.1,40.3,23.2,31.55,15.15,24.55,9.65,19.05,6.1,14.95,3.85,11.6,2.65,9.1,1.9,7.15,1.65,15932.4,15932.4,15925.75,15926.8,0
7,1656993120,104.85,20.75,87.0,84.2,65.3,66.8,47.35,52.85,33.0,41.15,22.5,32.15,14.65,25.0,9.3,19.5,5.85,15.2,3.6,11.8,2.4,9.2,1.8,7.3,1.55,15926.4,15928.15,15916.5,15916.5,0
8,1656993180,101.75,20.72,90.3,81.7,67.95,64.55,49.35,50.9,34.55,39.7,23.6,31.05,15.45,24.2,9.7,18.75,6.15,14.6,3.8,11.35,2.5,8.9,1.8,7.0,1.5,15916.5,15926.7,15916.5,15926.7,0
9,1656993240,105.0,20.73,87.6,84.4,65.65,66.95,47.55,52.7,33.25,41.15,22.55,32.2,14.75,24.95,9.4,19.4,5.9,15.1,3.7,11.6,2.45,9.05,1.85,7.15,1.55,15925.9,15928.9,15917.55,15919.6,0
10,1656993300,108.5,20.77,84.15,87.2,63.05,69.3,45.25,54.45,31.45,42.6,21.25,32.8,13.9,25.45,8.75,19.75,5.55,15.3,3.55,11.85,2.4,9.25,1.75,7.25,1.45,15918.9,15920.9,15913.95,15913.95,0
11,1656993360,103.55,20.73,88.7,83.1,66.75,66.0,48.4,51.9,33.8,40.55,22.8,31.55,15.0,24.5,9.4,18.9,6.0,14.75,3.75,11.45,2.5,8.95,1.8,7.05,1.5,15912.9,15922.45,15912.3,15922.45,0
12,1656993420,107.75,20.71,84.5,86.5,63.05,68.55,45.6,54.05,31.65,42.25,21.35,32.8,13.95,25.45,8.8,19.65,5.6,15.3,3.6,11.8,2.4,9.2,1.8,7.15,1.55,15922.8,15922.8,15914.8,15916.3,0
13,1656993480,108.0,20.73,83.05,86.75,62.0,68.85,44.75,54.05,30.9,42.3,20.9,32.9,13.65,25.4,8.65,19.55,5.55,15.2,3.55,11.7,2.4,9.05,1.75,7.05,1.45,15916.45,15918.8,15914.05,15914.1,0
14,1656993540,103.0,20.76,88.45,82.75,66.5,65.45,48.25,51.4,33.65,40.05,22.95,31.1,15.05,24.1,9.5,18.55,6.1,14.3,3.9,11.05,2.55,8.55,1.85,6.7,1.55,15914.05,15922.9,15909.85,15921.9,0
15,1656993600,105.7,20.75,85.2,84.8,63.95,67.4,46.1,52.8,32.1,41.25,21.6,32.0,14.1,24.8,9.0,19.0,5.8,14.7,3.7,11.3,2.5,8.7,1.8,6.75,1.55,15921.9,15924.6,15915.55,15918.3,0
16,1656993660,101.6,20.73,88.45,81.25,66.3,64.05,47.85,50.15,33.5,39.0,22.6,30.1,14.75,23.3,9.25,17.75,5.85,13.8,3.8,10.55,2.55,8.25,1.8,6.45,1.5,15917.65,15927.65,15917.65,15924.25,0
17,1656993720,102.35,20.73,86.95,81.75,65.3,64.35,47.1,50.35,32.85,39.2,22.2,30.1,14.4,23.2,9.1,17.8,5.8,13.8,3.75,10.55,2.5,8.25,1.85,6.45,1.5,15925.85,15929.6,15923.3,15923.8,0
18,1656993780,105.3,20.72,83.8,84.25,62.85,66.2,45.4,51.85,31.3,40.25,21.15,31.2,13.75,24.05,8.65,18.3,5.55,14.2,3.55,10.85,2.4,8.5,1.75,6.55,1.45,15923.4,15923.95,15916.4,15917.6,0
19,1656993840,107.75,20.73,82.7,86.2,61.8,68.1,44.5,53.3,30.85,41.6,20.9,32.15,13.6,24.75,8.5,18.95,5.45,14.7,3.45,11.25,2.3,8.75,1.7,6.75,1.45,15917.7,15919.1,15911.95,15912.25,0
