,epoch,PE_15700,vix_close,CE_15750,PE_15650,CE_15800,PE_15600,CE_15850,PE_15550,CE_15900,PE_15500,CE_15950,PE_15450,CE_16000,PE_15400,CE_16050,PE_15350,CE_16100,PE_15300,CE_16150,PE_15250,CE_16200,PE_15200,CE_16250,PE_15150,CE_16300,nifty_open,nifty_high,nifty_low,nifty_close,nifty_volume
0,1656474300,97.05,22.04,69.8,76.15,49.35,59.0,33.75,45.15,22.55,34.4,14.8,25.45,9.8,18.95,6.4,13.9,4.45,10.3,3.45,7.95,2.75,5.9,2.35,4.45,2.05,15701.7,15728.1,15691.5,15704.7,0
1,1656474360,96.0,21.91,68.45,74.4,48.0,57.1,33.0,43.45,22.25,32.35,14.8,24.1,9.65,17.5,6.5,12.65,4.55,9.2,3.4,6.75,2.75,5.0,2.2,3.9,1.95,15704.95,15711.75,15701.4,15711.3,0
2,1656474420,96.8,21.87,64.4,74.95,45.75,57.3,31.2,43.1,20.9,32.2,13.9,23.7,9.25,17.3,6.15,12.45,4.35,9.0,3.3,6.55,2.7,4.95,2.2,3.85,2.0,15706.25,15710.0,15703.95,15704.1,0
3,1656474480,100.25,21.85,61.05,77.85,42.5,59.55,28.75,44.95,19.1,34.0,12.8,25.0,8.6,18.35,5.8,13.15,4.1,9.7,3.15,7.15,2.55,5.3,2.1,4.1,1.95,15703.25,15703.25,15687.8,15697.85,0
4,1656474540,98.5,21.86,61.55,76.5,42.8,58.6,29.1,44.2,19.6,33.2,13.0,24.5,8.75,17.8,5.8,12.9,4.25,9.4,3.15,6.9,2.65,5.2,2.2,3.9,2.0,15698.55,15706.45,15693.3,15698.2,0
5,1656474600,98.25,21.9,60.75,76.15,42.2,58.0,28.4,43.8,18.9,32.75,12.5,24.0,8.25,17.45,5.35,12.5,4.0,9.15,3.0,6.7,2.65,5.05,2.2,3.9,2.0,15698.8,15699.35,15691.8,15698.05,0
6,1656474660,95.4,21.87,63.55,73.65,44.45,55.6,30.2,41.65,20.15,30.9,13.3,22.4,8.9,16.15,5.85,11.55,4.2,8.25,3.15,6.05,2.65,4.5,2.3,3.45,2.05,15696.85,15708.5,15696.85,15704.95,0
7,1656474720,99.35,21.9,60.3,76.4,41.95,58.4,28.45,43.85,19.1,32.65,12.85,23.85,8.65,17.15,5.75,12.2,4.25,8.7,3.2,6.25,2.7,4.6,2.3,3.4,2.05,15704.6,15713.35,15696.35,15697.05,0
8,1656474780,94.8,21.89,64.5,72.85,45.5,55.25,30.75,41.45,20.9,30.75,13.95,22.25,9.25,16.15,6.05,11.55,4.35,8.3,3.2,5.95,2.7,4.45,2.3,3.35,2.05,15697.5,15709.3,15692.85,15709.3,0
9,1656474840,95.7,21.88,63.45,73.55,44.5,55.7,30.45,41.65,20.55,30.85,13.7,22.25,9.2,16.05,6.05,11.5,4.35,8.2,3.25,5.95,2.65,4.4,2.3,3.3,2.0,15709.35,15711.45,15701.8,15709.1,0
10,1656474900,96.05,21.85,61.45,73.6,43.25,55.6,29.4,41.3,19.9,30.55,13.3,22.05,8.9,15.7,6.0,11.15,4.35,7.9,3.2,5.6,2.7,4.2,2.2,3.15,2.0,15708.0,15708.5,15700.8,15705.05,0
11,1656474960,93.85,21.83,64.4,71.65,45.4,54.25,30.9,40.05,20.65,29.5,13.8,21.2,9.2,15.05,6.15,10.6,4.4,7.45,3.2,5.3,2.7,3.95,2.3,3.05,2.05,15705.15,15713.9,15703.4,15707.7,0
12,1656475020,88.9,21.78,67.45,67.5,47.6,50.55,32.7,37.45,21.7,27.45,14.45,19.65,9.65,14.0,6.3,9.8,4.4,6.95,3.25,5.0,2.7,3.75,2.3,2.9,2.0,15708.15,15721.75,15707.4,15721.75,0
13,1656475080,91.7,21.74,64.65,70.05,45.35,52.55,30.95,39.0,20.5,28.75,13.65,20.65,9.15,14.75,6.05,10.35,4.35,7.35,3.2,5.3,2.65,3.95,2.25,3.05,2.0,15720.9,15721.4,15711.25,15714.35,0
14,1656475140,89.45,21.72,66.05,68.55,46.6,51.3,31.6,37.95,21.0,27.8,13.85,19.75,9.3,14.2,6.15,10.0,4.3,7.1,3.2,5.05,2.65,3.8,2.25,2.95,2.05,15714.8,15720.7,15713.05,15717.4,0
15,1656475200,94.7,21.7,61.7,72.5,43.1,54.55,29.15,40.6,19.45,29.8,13.0,21.35,8.8,15.25,5.85,10.75,4.25,7.65,3.2,5.45,2.65,4.05,2.25,3.1,2.0,15718.2,15718.2,15704.95,15704.95,0
16,1656475260,87.8,21.71,67.75,66.7,47.75,49.55,32.55,36.7,21.55,26.6,14.35,19.0,9.55,13.45,6.15,9.5,4.3,6.75,3.25,4.8,2.75,3.65,2.35,2.8,2.0,15706.65,15724.7,15705.4,15720.9,0
17,1656475320,88.0,21.71,67.9,67.1,47.9,50.25,32.6,37.05,21.75,27.2,14.35,19.55,9.55,13.75,6.15,9.75,4.35,6.9,3.2,4.95,2.75,3.75,2.3,2.9,2.0,15720.7,15724.55,15717.75,15721.45,0
18,1656475380,87.65,21.72,67.05,66.5,47.45,49.8,32.35,36.9,21.55,27.15,14.25,19.4,9.5,13.75,6.25,9.7,4.4,6.95,3.2,5.1,2.65,3.85,2.25,2.95,2.05,15721.1,15727.2,15714.55,15719.35,0
19,1656475440,89.7,21.8,65.9,68.25,46.5,51.2,31.5,37.75,21.1,27.65,14.1,19.7,9.45,13.95,6.2,9.95,4.4,7.1,3.25,5.05,2.65,3.85,2.25,2.95,2.0,15719.2,15720.25,15713.55,15716.65,0
20,1656475500,86.8,21.77,69.2,66.25,48.75,49.4,33.6,36.5,22.5,26.65,15.0,19.1,9.95,13.55,6.4,9.5,4.5,6.8,3.25,4.95,2.7,3.8,2.25,2.95,2.05,15716.7,15725.4,15715.45,15725.15,0
21,1656475560,87.95,21.76,67.5,66.7,47.8,49.9,32.5,36.55,21.8,26.7,14.5,19.05,9.8,13.45,6.45,9.4,4.55,6.7,3.3,4.8,2.75,3.65,2.3,2.85,2.0,15725.6,15732.05,15720.8,15723.15,0
22,1656475620,87.5,21.8,68.55,66.4,48.55,49.6,33.05,36.4,22.3,26.35,15.05,18.75,10.0,13.25,6.6,9.2,4.6,6.5,3.35,4.65,2.75,3.55,2.3,2.8,2.05,15723.05,15726.95,15722.35,15722.85,0
23,1656475680,87.15,21.82,68.65,66.05,48.6,49.05,33.25,35.95,22.4,26.05,14.95,18.55,10.0,12.9,6.6,8.95,4.6,6.2,3.3,4.45,2.65,3.4,2.25,2.7,2.0,15722.6,15727.55,15722.6,15725.85,0
24,1656475740,87.6,21.79,67.8,66.5,48.0,49.55,32.6,36.35,22.05,26.25,14.75,18.65,9.95,12.95,6.55,9.0,4.6,6.25,3.4,4.4,2.7,3.45,2.25,2.75,1.95,15725.75,15726.75,15723.5,15724.25,0
25,1656475800,88.55,21.8,67.4,67.25,47.65,50.15,32.5,36.8,21.8,26.5,14.55,18.75,9.8,13.15,6.5,9.1,4.5,6.3,3.3,4.45,2.75,3.4,2.25,2.75,2.0,15724.25,15724.25,15719.15,15722.2,0
26,1656475860,85.5,21.83,70.3,64.65,50.15,48.05,34.45,35.2,23.1,25.3,15.55,17.95,10.4,12.5,6.8,8.65,4.75,6.1,3.35,4.3,2.75,3.4,2.2,2.65,1.95,15721.6,15731.15,15721.4,15727.25,0
27,1656475920,81.4,21.81,74.3,61.2,52.95,45.25,36.9,33.0,24.9,23.55,16.8,16.6,11.2,11.5,7.4,7.95,5.05,5.55,3.6,4.05,2.85,3.2,2.3,2.65,2.0,15727.25,15737.3,15727.25,15736.8,0
28,1656475980,81.9,21.82,75.0,61.65,53.95,45.65,37.4,33.35,25.35,23.9,17.15,16.9,11.35,11.7,7.4,8.1,5.15,5.7,3.7,4.1,2.85,3.3,2.3,2.65,2.0,15736.6,15742.5,15736.1,15738.05,0
29,1656476040,78.8,21.82,78.75,59.0,57.05,43.65,39.75,32.0,27.0,23.05,18.15,16.3,12.1,11.4,7.85,7.9,5.3,5.55,3.75,4.05,2.95,3.25,2.35,2.7,2.0,15738.0,15744.85,15737.65,15741.95,0
30,1656476100,75.4,21.85,82.3,56.5,59.95,41.75,42.3,30.3,29.05,21.8,19.75,15.35,13.35,10.6,8.7,7.35,5.85,5.2,4.1,3.8,3.1,3.05,2.45,2.6,2.1,15742.3,15749.2,15739.55,15748.85,0
31,1656476160,78.0,21.85,81.45,58.5,59.8,43.1,42.55,31.4,29.45,22.55,20.1,15.8,13.5,11.0,8.95,7.55,6.05,5.3,4.2,3.85,3.25,3.05,2.5,2.55,2.1,15748.75,15751.45,15747.65,15748.05,0
32,1656476220,79.0,21.83,79.0,59.3,57.45,43.8,40.4,31.75,27.85,22.85,18.8,16.0,12.55,11.05,8.3,7.5,5.6,5.25,3.9,3.8,3.05,3.05,2.4,2.55,2.05,15748.6,15749.0,15742.1,15742.1,0
33,1656476280,81.8,21.84,74.9,61.55,53.8,45.4,37.65,33.15,25.85,23.85,17.4,16.65,11.5,11.45,7.6,7.8,5.15,5.45,3.7,3.95,2.9,3.1,2.3,2.55,2.05,15741.35,15744.0,15734.45,15735.0,0
34,1656476340,77.2,21.9,82.5,58.0,60.15,42.75,42.5,31.05,29.4,22.55,19.7,15.8,13.2,11.0,8.65,7.6,5.7,5.4,3.9,4.05,3.0,3.2,2.4,2.6,2.1,15735.35,15746.25,15735.35,15746.25,0
35,1656476400,77.25,21.89,83.45,58.0,61.25,42.65,43.25,31.0,30.1,22.25,20.4,15.55,13.6,10.85,8.9,7.45,5.95,5.3,4.05,3.85,3.05,3.1,2.45,2.5,2.15,15746.85,15754.0,15746.85,15749.25,0
36,1656476460,75.85,21.87,85.9,56.9,63.3,42.1,44.65,30.6,31.3,22.0,21.35,15.6,14.2,10.85,9.25,7.55,6.15,5.4,4.2,4.0,3.15,3.2,2.45,2.6,2.15,15749.35,15752.95,15741.7,15752.55,0
37,1656476520,76.9,21.86,84.6,57.9,61.9,42.65,43.95,31.1,30.5,22.55,20.65,15.75,13.75,11.0,9.1,7.65,6.0,5.5,4.15,4.05,3.1,3.2,2.45,2.7,2.15,15752.05,15752.7,15747.45,15748.2,0
38,1656476580,75.65,21.87,84.85,57.0,62.6,41.95,44.4,30.65,30.95,22.25,21.0,15.55,14.15,11.0,9.3,7.65,6.15,5.5,4.15,4.0,3.15,3.25,2.5,2.7,2.1,15748.75,15753.75,15748.3,15752.5,0
39,1656476640,75.95,21.88,83.45,57.1,61.35,42.2,43.45,30.7,30.2,22.2,20.5,15.5,13.8,10.85,9.1,7.55,6.05,5.4,4.15,3.9,3.15,3.2,2.5,2.65,2.15,15752.05,15757.95,15751.45,15752.75,0
40,1656476700,77.1,21.86,81.55,57.85,59.7,42.5,42.0,30.95,29.05,22.4,19.8,15.8,13.2,11.1,8.7,7.7,5.9,5.45,3.95,4.0,3.05,3.3,2.45,2.75,2.1,15752.75,15755.15,15749.5,15749.5,0
41,1656476760,75.0,21.9,85.55,56.0,62.85,41.25,44.5,30.1,31.0,21.75,20.95,15.3,14.05,10.75,9.2,7.55,6.05,5.4,4.1,3.95,3.1,3.25,2.45,2.75,2.1,15749.25,15759.75,15748.6,15756.0,0
