,epoch,PE_15750,vix_close,CE_15800,PE_15700,CE_15850,PE_15650,CE_15900,PE_15600,CE_15950,PE_15550,CE_16000,PE_15500,CE_16050,PE_15450,CE_16100,PE_15400,CE_16150,PE_15350,CE_16200,PE_15300,CE_16250,PE_15250,CE_16300,PE_15200,CE_16350,nifty_open,nifty_high,nifty_low,nifty_close,nifty_volume
0,1656906300,130.35,21.98,133.15,110.4,109.35,92.85,88.5,77.55,70.95,64.0,55.35,52.9,42.8,43.65,32.4,34.95,23.95,28.4,17.4,22.85,12.55,18.8,8.75,15.25,6.0,15710.5,15797.45,15707.55,15785.75,0
1,1656906360,136.85,22.08,125.0,116.0,101.45,97.6,81.25,81.45,64.5,67.6,49.7,55.45,37.75,45.35,28.2,36.85,20.45,29.85,14.9,24.05,10.6,20.0,7.4,15.8,5.25,15784.15,15790.35,15771.2,15772.65,0
2,1656906420,145.4,22.19,116.45,123.45,95.0,103.9,76.45,86.95,60.0,71.9,46.4,59.05,34.65,48.5,26.05,39.35,18.85,31.95,13.8,25.65,9.65,20.9,6.7,16.75,4.75,15775.3,15779.8,15747.55,15751.7,0
3,1656906480,155.95,22.17,108.15,133.15,87.3,112.4,69.8,94.35,54.75,78.3,42.1,64.35,31.9,53.0,23.75,43.25,17.4,35.15,12.6,28.4,8.9,23.2,6.4,18.5,4.65,15752.7,15752.7,15732.65,15732.65,0
4,1656906540,168.7,22.21,99.0,143.65,80.0,121.5,63.65,102.0,50.05,84.6,38.7,69.75,29.0,57.3,21.45,46.7,15.75,37.65,11.4,30.4,8.2,24.5,5.95,19.45,4.3,15731.95,15731.95,15697.45,15704.75,0
5,1656906600,163.4,22.12,102.0,139.45,82.25,117.3,64.9,98.15,51.05,81.8,39.45,67.0,29.6,55.0,22.2,44.1,16.2,35.55,11.8,28.4,8.35,22.8,6.05,18.0,4.4,15706.8,15724.55,15695.05,15718.9,0
6,1656906660,159.85,22.06,102.75,136.15,83.1,114.55,65.8,95.75,51.75,79.2,39.95,64.85,30.1,53.2,22.25,42.6,16.25,34.15,11.8,27.05,8.4,21.85,6.05,17.25,4.35,15718.15,15727.75,15716.2,15725.3,0
7,1656906720,151.55,22.02,107.05,128.35,86.55,107.9,69.05,89.6,54.25,73.8,41.85,60.35,31.4,49.05,23.25,39.6,17.0,31.7,12.35,25.15,8.75,20.3,6.3,16.1,4.5,15724.8,15741.95,15722.65,15741.95,0
8,1656906780,145.15,21.92,109.65,122.25,88.6,102.25,70.35,84.8,55.15,69.85,42.4,57.15,32.0,46.4,23.7,37.35,17.3,30.0,12.45,23.85,8.8,19.2,6.25,15.25,4.5,15740.4,15752.3,15733.6,15752.3,0
9,1656906840,142.95,21.85,112.65,120.45,91.4,100.85,72.6,83.6,57.0,68.85,43.85,56.4,33.05,45.85,24.6,37.0,17.9,29.85,13.0,23.75,9.15,19.1,6.5,15.2,4.75,15750.6,15769.15,15750.6,15755.55,0
10,1656906900,142.45,21.85,114.0,120.3,92.3,100.55,73.55,83.8,57.95,68.9,44.2,56.2,33.35,45.8,24.95,37.0,18.05,29.8,13.05,23.65,9.15,19.0,6.5,15.05,4.55,15754.1,15757.35,15747.35,15756.25,0
11,1656906960,150.25,21.87,107.65,127.3,87.05,107.25,69.05,89.3,53.95,73.65,41.35,60.35,31.1,49.35,22.95,39.75,16.55,31.9,11.95,25.7,8.4,20.4,6.1,16.35,4.35,15757.6,15757.6,15737.35,15744.4,0
