,epoch,PE_16000,vix_close,CE_16050,PE_15950,CE_16100,PE_15900,CE_16150,PE_15850,CE_16200,PE_15800,CE_16250,PE_15750,CE_16300,PE_15700,CE_16350,PE_15650,CE_16400,PE_15600,CE_16450,PE_15550,CE_16500,PE_15500,CE_16550,PE_15450,CE_16600,nifty_open,nifty_high,nifty_low,nifty_close,nifty_volume
0,1657770300,55.45,18.34,43.1,36.25,26.3,23.1,14.95,13.9,7.8,8.0,3.65,4.3,1.95,2.4,1.35,1.4,1.2,0.95,1.05,0.8,0.9,0.75,0.9,0.65,0.8,16018.85,16031.1,15993.7,16022.5,0
1,1657770360,58.85,18.48,36.0,38.05,20.8,23.65,10.7,13.95,5.25,7.9,2.35,4.2,1.5,2.2,1.15,1.3,1.05,0.95,0.9,0.75,0.8,0.7,0.7,0.65,0.75,16023.35,16025.25,16009.1,16009.1,0
2,1657770420,56.85,18.48,37.25,37.25,21.8,23.35,11.45,14.1,5.65,8.3,2.45,4.6,1.45,2.5,1.1,1.5,0.95,1.1,0.85,0.75,0.75,0.7,0.7,0.6,0.7,16008.75,16017.35,16003.5,16012.05,0
3,1657770480,51.55,18.42,41.55,33.15,24.5,20.6,13.1,12.1,6.6,7.15,2.9,4.05,1.55,2.4,1.1,1.4,1.0,0.95,0.85,0.7,0.75,0.7,0.7,0.6,0.65,16012.0,16026.2,16012.0,16025.9,0
4,1657770540,49.5,18.44,41.9,31.6,24.65,19.65,13.15,11.45,6.4,6.8,2.75,3.85,1.5,2.25,1.05,1.3,0.95,0.95,0.85,0.75,0.8,0.65,0.8,0.55,0.7,16026.0,16027.9,16018.6,16024.85,0
5,1657770600,44.6,18.34,46.75,27.8,27.5,16.85,14.7,9.85,7.0,5.8,2.9,3.2,1.6,1.95,1.1,1.25,1.0,0.95,0.85,0.8,0.8,0.7,0.75,0.6,0.7,16025.7,16039.3,16025.7,16038.85,0
6,1657770660,45.65,18.3,45.4,28.6,26.65,17.55,14.05,10.2,6.65,5.85,2.7,3.25,1.55,1.95,1.1,1.25,0.95,0.95,0.85,0.8,0.8,0.7,0.75,0.6,0.7,16038.95,16041.35,16032.8,16035.2,0
7,1657770720,47.3,18.28,41.7,29.65,23.9,18.1,12.3,10.4,5.7,5.95,2.35,3.3,1.3,1.85,1.05,1.25,0.9,0.9,0.8,0.75,0.8,0.7,0.7,0.6,0.6,16034.6,16034.6,16024.0,16024.45,0
8,1657770780,48.3,18.29,40.15,30.25,22.7,18.45,11.4,10.65,5.2,6.15,2.15,3.45,1.3,2.1,0.95,1.3,0.85,0.9,0.75,0.8,0.75,0.65,0.65,0.55,0.65,16025.2,16029.85,16020.7,16021.15,0
9,1657770840,51.15,18.29,37.15,32.4,21.05,19.85,10.8,11.35,5.05,6.4,2.05,3.55,1.25,2.05,0.95,1.4,0.85,0.95,0.75,0.7,0.7,0.7,0.65,0.6,0.65,16021.55,16021.95,16010.1,16012.65,0
10,1657770900,54.8,18.31,34.05,34.3,19.0,20.85,9.7,12.05,4.6,6.75,1.9,3.75,1.15,2.2,0.95,1.4,0.85,0.95,0.75,0.8,0.75,0.7,0.65,0.6,0.6,16012.9,16015.3,16003.85,16004.45,0
11,1657770960,53.7,18.3,33.8,33.75,18.95,20.3,9.65,11.5,4.55,6.5,1.85,3.55,1.2,2.1,0.95,1.35,0.85,0.9,0.75,0.8,0.75,0.7,0.65,0.6,0.65,16005.15,16010.0,16004.65,16005.3,0
12,1657771020,52.75,18.32,33.3,32.8,18.45,19.65,9.35,10.9,4.3,6.1,1.8,3.3,1.15,2.05,0.95,1.35,0.85,0.9,0.75,0.75,0.75,0.65,0.65,0.55,0.6,16004.5,16008.35,16003.6,16003.65,0
13,1657771080,53.9,18.34,32.0,33.7,17.75,20.3,8.95,11.35,4.15,6.4,1.75,3.5,1.1,2.1,0.9,1.4,0.8,0.95,0.7,0.75,0.7,0.75,0.65,0.6,0.6,16003.75,16004.3,15997.2,16001.9,0
14,1657771140,52.05,18.28,33.25,32.25,18.45,19.2,9.3,10.75,4.35,6.1,1.8,3.45,1.1,2.15,0.9,1.4,0.85,0.9,0.75,0.8,0.7,0.75,0.65,0.55,0.6,16001.2,16006.0,15998.2,16005.4,0
15,1657771200,48.25,18.26,35.3,29.6,19.45,17.4,9.75,9.75,4.4,5.6,1.8,3.2,1.25,2.0,0.9,1.3,0.85,0.9,0.75,0.75,0.7,0.65,0.65,0.55,0.55,16005.5,16014.6,16001.95,16013.65,0
16,1657771260,45.8,18.24,36.75,27.8,20.6,16.3,10.4,9.2,4.9,5.35,2.1,3.15,1.25,2.0,1.0,1.3,0.85,0.95,0.75,0.8,0.7,0.65,0.65,0.6,0.55,16013.95,16024.1,16012.35,16024.1,0
