,epoch,PE_15750,vix_close,CE_15800,PE_15700,CE_15850,PE_15650,CE_15900,PE_15600,CE_15950,PE_15550,CE_16000,PE_15500,CE_16050,PE_15450,CE_16100,PE_15400,CE_16150,PE_15350,CE_16200,PE_15300,CE_16250,PE_15250,CE_16300,PE_15200,CE_16350,nifty_open,nifty_high,nifty_low,nifty_close,nifty_volume
0,1655264700,107.85,21.65,100.5,87.2,80.25,68.2,62.15,52.7,47.9,40.45,35.85,30.65,26.25,22.65,19.25,16.9,13.8,12.15,10.3,8.85,7.4,6.3,5.55,4.65,4.25,15729.25,15780.15,15728.7,15753.65,0
1,1655264760,117.6,21.77,89.95,95.05,70.5,75.25,54.2,58.15,41.2,45.15,30.4,34.5,22.25,25.85,16.15,19.25,11.9,14.1,8.75,10.45,6.5,7.55,4.9,5.55,3.95,15752.1,15759.5,15732.85,15733.85,0
2,1655264820,132.65,21.88,79.95,108.55,62.25,86.1,47.7,68.0,36.05,52.45,27.05,40.0,19.95,30.7,14.7,22.75,10.85,16.9,8.15,12.4,6.2,9.1,4.75,6.7,3.95,15733.75,15733.75,15706.75,15707.95,0
3,1655264880,137.95,22.06,79.65,112.45,62.2,90.25,47.7,71.0,36.3,55.65,27.1,42.85,20.25,32.85,14.9,24.8,11.1,18.3,8.3,13.65,6.25,9.95,4.85,7.35,3.9,15705.0,15709.95,15696.85,15697.7,0
4,1655264940,123.85,21.91,84.9,99.85,66.05,78.95,50.7,61.75,38.4,47.65,28.65,36.45,21.25,27.35,15.65,20.6,11.7,15.2,8.75,11.25,6.6,8.35,5.1,6.2,4.1,15697.8,15725.45,15692.55,15722.7,0
5,1655265000,121.4,21.93,85.15,98.0,66.5,77.15,50.9,59.9,38.45,46.3,28.8,35.35,21.1,26.65,15.45,19.85,11.4,14.75,8.45,10.75,6.35,8.1,4.95,5.95,3.95,15721.05,15732.0,15714.85,15719.75,0
6,1655265060,128.5,21.96,80.6,103.5,62.55,82.0,47.7,63.9,35.85,49.6,26.8,38.1,19.7,28.6,14.4,21.45,10.8,15.55,8.05,11.45,6.05,8.35,4.85,6.15,3.95,15720.55,15727.35,15714.1,15714.1,0
7,1655265120,129.85,21.92,77.15,104.6,59.7,83.3,45.05,64.7,33.7,49.85,25.0,38.05,18.3,28.4,13.4,21.1,9.85,15.25,7.5,11.2,5.65,8.1,4.5,5.95,3.7,15713.55,15715.15,15708.05,15708.05,0
8,1655265180,131.15,21.92,75.95,106.5,58.5,84.7,44.15,65.55,32.95,50.7,24.4,38.45,17.7,28.7,12.95,21.3,9.5,15.45,7.2,11.2,5.4,8.0,4.4,5.85,3.7,15708.15,15713.3,15704.8,15706.85,0
9,1655265240,130.5,21.97,76.8,105.5,59.05,83.65,44.6,64.8,33.35,50.5,24.45,38.05,17.65,28.45,12.9,21.1,9.45,15.25,7.2,11.1,5.45,8.0,4.3,5.85,3.6,15707.75,15709.8,15702.15,15707.35,0
10,1655265300,140.0,22.01,71.25,113.95,54.6,90.9,41.05,71.15,30.45,55.2,22.3,42.45,16.2,31.9,11.9,23.95,8.75,17.5,6.65,12.85,5.05,9.1,4.1,6.75,3.45,15707.55,15719.7,15693.55,15693.55,0
11,1655265360,131.05,21.96,74.65,105.7,56.9,83.9,42.65,65.55,31.75,50.1,23.2,38.1,16.8,28.8,12.2,21.2,9.05,15.65,6.85,11.4,5.25,8.3,4.2,6.15,3.45,15691.55,15710.85,15690.0,15704.55,0
12,1655265420,131.85,21.99,74.25,106.7,56.8,84.6,42.7,66.0,31.7,50.85,23.1,38.8,16.85,29.15,12.2,21.6,9.0,15.75,6.75,11.45,5.15,8.35,4.15,6.15,3.5,15705.2,15707.6,15701.15,15701.15,0
13,1655265480,137.95,22.04,70.5,112.0,53.6,88.95,40.0,69.5,29.75,53.35,21.9,41.0,15.75,30.65,11.5,22.8,8.55,16.55,6.5,12.05,5.0,8.6,4.1,6.35,3.4,15701.45,15702.5,15689.1,15690.4,0
14,1655265540,133.35,22.03,73.4,107.55,56.2,85.4,42.35,66.0,31.5,50.65,23.25,38.65,16.8,29.0,12.25,21.3,9.05,15.6,6.85,11.4,5.2,8.25,4.25,6.1,3.5,15688.95,15701.5,15687.55,15701.5,0
