	epoch	option_close	vix_close	nifty_close
0	1655437500	33.35	23.38	15243.6
1	1655437560	32.2	23.18	15263.75
2	1655437620	31.95	23.53	15255.15
3	1655437680	34.95	23.38	15291.65
4	1655437740	33.05	23.17	15279.45
5	1655437800	34.0	23.08	15293.35
6	1655437860	35.3	23.23	15304.0
7	1655437920	33.75	23.41	15289.55
8	1655437980	30.6	23.61	15266.55
9	1655438040	29.7	23.64	15259.65
10	1655438100	30.0	23.61	15259.55
11	1655438160	29.55	23.54	15264.25
12	1655438220	26.75	23.56	15241.0
13	1655438280	24.9	23.6	15218.9
14	1655438340	24.0	23.5	15208.65
15	1655438400	23.65	23.52	15205.0
16	1655438460	24.4	23.61	15203.45
17	1655438520	23.8	23.62	15204.9
18	1655438580	23.95	23.59	15212.55
19	1655438640	24.05	23.48	15214.85
20	1655438700	25.35	23.4	15241.55
21	1655438760	25.0	23.41	15238.25
22	1655438820	25.2	23.41	15239.85
23	1655438880	25.8	23.34	15249.65
24	1655438940	26.6	23.32	15253.05
25	1655439000	27.05	23.25	15262.55
26	1655439060	30.8	23.14	15294.65
27	1655439120	36.15	23.01	15347.15
28	1655439180	38.5	22.97	15365.45
29	1655439240	39.45	23.15	15350.05
30	1655439300	35.55	23.15	15335.55
31	1655439360	40.4	23.07	15358.8
32	1655439420	40.65	23.08	15355.75
33	1655439480	44.0	23.01	15371.75
34	1655439540	46.15	22.94	15383.45
35	1655439600	46.2	22.88	15385.05
36	1655439660	45.25	22.95	15377.0
37	1655439720	44.1	22.92	15379.9
38	1655439780	39.35	23.12	15351.9
39	1655439840	37.45	23.1	15339.0
40	1655439900	39.45	23.11	15346.55
41	1655439960	36.7	23.1	15332.5
42	1655440020	36.9	23.21	15325.65
43	1655440080	38.6	23.18	15337.15
44	1655440140	41.05	23.13	15350.85
45	1655440200	40.7	23.15	15347.95
46	1655440260	39.25	23.18	15340.45
47	1655440320	40.35	23.21	15345.4
48	1655440380	38.6	23.19	15337.45
49	1655440440	38.0	23.25	15332.75
50	1655440500	37.4	23.3	15325.3
51	1655440560	37.4	23.28	15324.7
52	1655440620	34.95	23.29	15305.6
53	1655440680	33.7	23.34	15299.5
54	1655440740	33.9	23.34	15299.7
55	1655440800	32.35	23.41	15278.1
56	1655440860	32.15	23.39	15278.75
57	1655440920	33.35	23.39	15293.3
58	1655440980	36.3	23.23	15317.35
59	1655441040	33.4	23.31	15292.1
60	1655441100	34.25	23.34	15297.05
61	1655441160	32.85	23.42	15283.25
62	1655441220	35.15	23.43	15298.65
63	1655441280	34.3	23.44	15292.0
64	1655441340	34.8	23.44	15300.2
65	1655441400	34.1	23.49	15296.15
66	1655441460	35.2	23.39	15308.35
67	1655441520	34.5	23.36	15300.7
68	1655441580	33.4	23.37	15292.75
69	1655441640	32.4	23.43	15286.65
70	1655441700	32.65	23.42	15283.35
71	1655441760	33.45	23.42	15292.1
72	1655441820	34.6	23.38	15299.2
73	1655441880	33.35	23.38	15293.35
74	1655441940	33.25	23.41	15293.85
75	1655442000	32.4	23.39	15286.45
76	1655442060	34.15	23.33	15305.8
77	1655442120	33.75	23.35	15302.15
78	1655442180	34.05	23.3	15304.7
79	1655442240	35.7	23.27	15312.7
80	1655442300	34.85	23.28	15310.4
81	1655442360	38.5	23.15	15337.5
82	1655442420	39.05	23.17	15341.2
83	1655442480	37.8	23.16	15337.5
84	1655442540	37.9	23.17	15339.0
85	1655442600	37.6	23.16	15335.5
86	1655442660	38.0	23.17	15340.2
87	1655442720	35.4	23.22	15325.7
88	1655442780	35.4	23.23	15322.9
89	1655442840	34.8	23.24	15314.6
90	1655442900	34.0	23.26	15311.8
91	1655442960	35.2	23.24	15319.0
92	1655443020	34.05	23.26	15312.9
93	1655443080	33.85	23.29	15308.15
94	1655443140	32.95	23.33	15300.2
95	1655443200	34.05	23.3	15305.55
96	1655443260	34.7	23.28	15315.4
97	1655443320	35.4	23.25	15320.5
98	1655443380	35.85	23.22	15327.8
99	1655443440	34.9	23.21	15319.6
100	1655443500	35.05	23.2	15319.25
101	1655443560	34.4	23.19	15315.6
