,epoch,PE_16200,vix_close,CE_16250,PE_16150,CE_16300,PE_16100,CE_16350,PE_16050,CE_16400,PE_16000,CE_16450,PE_15950,CE_16500,PE_15900,CE_16550,PE_15850,CE_16600,PE_15800,CE_16650,PE_15750,CE_16700,PE_15700,CE_16750,PE_15650,CE_16800,nifty_open,nifty_high,nifty_low,nifty_close,nifty_volume
0,1657251900,139.85,19.05,134.2,119.7,109.85,101.5,89.0,85.8,70.95,72.1,55.0,60.1,42.15,49.65,31.45,41.4,23.0,34.0,16.65,27.85,11.75,23.0,8.2,19.05,6.0,16273.65,16275.5,16217.5,16230.05,0
1,1657251960,139.0,19.03,132.5,118.4,108.75,99.95,88.45,84.35,70.2,70.5,54.75,58.8,42.05,48.35,31.5,40.05,23.35,33.15,17.0,27.05,12.15,22.45,8.55,18.55,6.2,16228.85,16230.15,16213.4,16223.65,0
2,1657252020,144.3,19.05,127.15,123.05,104.2,103.9,83.85,87.9,66.55,73.6,51.7,61.05,39.5,50.4,29.55,41.85,21.65,34.4,15.75,28.35,11.15,23.3,7.85,19.25,5.7,16224.2,16224.2,16211.4,16213.35,0
3,1657252080,145.65,19.03,124.85,124.0,102.15,104.7,82.25,88.4,65.5,73.75,50.8,61.0,38.95,50.4,29.0,41.55,21.15,34.15,15.4,28.0,11.05,23.0,7.75,18.75,5.65,16215.9,16221.25,16205.4,16206.15,0
4,1657252140,146.2,19.03,123.65,124.0,101.0,104.8,81.3,88.5,64.4,73.55,49.85,61.4,38.0,50.4,28.4,41.75,20.8,34.0,15.0,28.0,10.65,22.8,7.55,18.6,5.5,16209.25,16217.95,16207.5,16209.35,0
5,1657252200,146.55,19.02,120.5,124.8,98.3,105.55,79.0,88.7,62.3,74.2,48.0,61.45,36.35,50.65,27.0,41.85,19.65,34.15,14.05,27.9,9.9,22.8,7.05,18.6,5.2,16209.6,16214.5,16199.4,16204.1,0
6,1657252260,149.05,19.05,119.1,126.95,97.0,107.1,78.05,90.2,61.25,75.35,47.3,62.75,35.75,51.9,26.45,42.75,19.15,34.9,13.75,28.5,9.65,23.3,6.65,18.95,4.95,16203.55,16205.15,16194.0,16196.1,0
7,1657252320,142.3,19.03,123.9,121.2,101.35,102.2,81.2,86.0,64.0,71.95,49.25,59.45,37.35,49.2,27.65,40.6,20.1,33.25,14.25,27.25,10.1,22.15,7.0,18.05,5.1,16197.85,16212.9,16197.85,16210.15,0
8,1657252380,139.75,19.0,125.35,118.6,102.0,100.0,81.85,83.7,64.4,69.75,49.75,57.75,37.65,47.5,27.8,39.15,20.25,32.0,14.5,26.2,10.25,21.35,7.05,17.45,5.2,16210.25,16214.3,16207.05,16213.75,0
9,1657252440,140.9,19.03,123.85,119.9,100.6,101.1,80.35,84.8,63.25,70.6,48.7,58.35,36.7,48.05,27.2,39.7,19.85,32.5,14.2,26.55,9.9,21.7,6.9,17.6,5.05,16213.35,16215.1,16208.35,16210.3,0
10,1657252500,148.3,19.02,118.6,126.35,96.45,107.0,76.95,89.65,60.35,74.95,46.55,61.9,35.3,51.3,26.05,42.45,19.05,34.9,13.7,28.45,9.75,23.45,6.85,19.0,5.05,16210.35,16215.4,16199.65,16200.35,0
11,1657252560,148.8,19.02,120.1,127.4,97.3,107.4,78.25,90.3,61.5,75.4,47.4,62.85,36.05,52.25,26.6,43.05,19.3,35.15,14.0,28.85,9.8,23.8,6.9,19.3,5.05,16200.25,16200.25,16189.6,16198.45,0
12,1657252620,152.9,19.05,116.85,130.75,94.95,110.55,75.7,93.35,59.45,78.15,45.5,65.0,34.5,53.9,25.5,44.6,18.6,36.6,13.35,29.9,9.45,24.65,6.75,19.9,4.95,16196.6,16197.6,16190.5,16191.0,0
13,1657252680,152.8,19.06,117.0,130.65,94.75,110.9,75.75,93.65,59.4,78.45,45.55,65.35,34.6,54.4,25.5,45.15,18.65,37.2,13.25,30.45,9.4,25.0,6.6,20.35,4.85,16189.85,16192.6,16186.05,16189.2,0
14,1657252740,152.3,19.07,117.15,131.7,95.15,111.3,75.4,94.3,59.55,78.0,45.45,65.8,34.6,54.35,25.2,45.05,18.35,37.3,13.15,30.4,9.25,25.0,6.55,20.3,4.95,16188.15,16190.85,16185.2,16188.05,0
15,1657252800,151.8,19.07,115.4,129.85,93.6,110.0,74.55,93.0,58.4,77.7,44.7,64.55,33.9,53.55,25.0,44.4,18.1,36.6,13.0,29.85,9.15,24.55,6.6,20.0,4.95,16187.7,16190.4,16186.95,16189.1,0
16,1657252860,146.0,19.05,121.35,124.65,98.6,105.45,78.85,89.0,62.3,74.15,47.95,61.65,36.2,51.15,26.8,42.45,19.5,34.75,14.05,28.6,9.85,23.5,6.95,19.15,5.15,16189.7,16206.5,16189.7,16202.7,0
17,1657252920,143.2,19.0,123.85,122.2,100.95,103.2,80.85,86.75,63.45,72.55,48.85,60.0,37.0,49.8,27.3,41.2,19.9,33.85,14.2,27.75,10.0,22.65,7.0,18.5,5.1,16203.25,16213.2,16202.75,16212.5,0
18,1657252980,144.05,19.03,124.0,123.15,100.95,103.8,81.0,87.7,63.55,72.9,48.95,60.65,37.1,50.25,27.35,41.5,19.85,34.15,14.25,28.05,10.0,23.05,7.0,18.85,5.1,16212.15,16216.65,16208.6,16213.25,0
19,1657253040,141.45,18.98,124.75,120.2,101.0,101.4,81.0,85.15,63.5,71.15,48.75,59.15,36.8,48.75,27.4,40.5,19.85,33.3,14.15,27.4,9.9,22.35,6.9,18.3,5.05,16212.65,16218.55,16212.1,16216.7,0
20,1657253100,138.75,18.97,125.0,118.15,101.5,99.6,80.9,83.45,63.55,69.9,48.6,58.0,36.85,47.8,27.15,39.65,19.7,32.45,14.0,26.7,9.8,21.75,6.85,17.85,4.95,16216.7,16221.25,16215.85,16220.7,0
21,1657253160,141.0,18.96,123.2,119.85,99.9,101.3,79.5,84.7,62.3,70.95,48.25,58.6,36.0,48.45,26.45,40.2,19.25,33.0,13.7,27.0,9.55,22.2,6.75,18.15,4.9,16221.7,16223.4,16216.4,16217.6,0
22,1657253220,141.45,18.97,123.6,120.0,100.25,101.2,80.15,84.95,62.7,70.9,48.2,58.55,36.2,48.5,26.7,40.25,19.35,33.15,13.7,27.15,9.65,22.25,6.8,18.25,4.9,16216.8,16217.15,16212.6,16216.35,0
23,1657253280,141.65,18.97,123.9,120.1,100.65,101.5,80.4,85.2,62.9,71.3,48.35,59.0,36.45,48.9,26.85,40.5,19.4,33.3,13.85,27.3,9.7,22.4,6.75,18.35,4.95,16216.7,16217.8,16213.65,16217.2,0
24,1657253340,139.95,18.98,125.65,119.2,102.0,100.4,81.6,84.45,63.85,70.3,49.25,58.15,37.0,48.1,27.35,39.9,19.9,32.85,14.1,26.95,9.85,22.15,6.9,18.15,5.0,16216.35,16222.65,16216.35,16219.75,0
25,1657253400,139.8,18.95,125.25,118.6,101.5,99.7,81.1,83.75,63.6,70.05,48.95,58.0,36.9,47.85,27.25,39.5,19.7,32.55,14.1,26.6,9.9,21.95,6.9,18.0,5.0,16218.5,16223.3,16216.45,16222.5,0
26,1657253460,142.15,18.95,122.55,121.1,99.25,102.25,79.4,86.0,62.15,71.75,47.65,59.5,35.9,49.05,26.35,40.55,19.15,33.45,13.7,27.5,9.6,22.55,6.75,18.35,4.95,16222.8,16224.2,16215.55,16216.5,0
27,1657253520,139.2,18.94,125.1,118.5,101.65,99.8,81.2,83.75,63.6,70.0,48.7,57.9,36.9,47.9,27.25,39.55,19.75,32.7,14.0,26.8,9.8,22.05,6.8,18.1,4.95,16216.3,16223.35,16212.0,16223.05,0
28,1657253580,138.15,18.94,126.5,117.25,102.35,99.1,82.05,83.25,64.2,69.45,49.2,57.4,37.15,47.45,27.4,39.4,19.75,32.35,14.0,26.7,9.8,21.8,6.8,17.9,4.95,16221.25,16224.4,16219.95,16224.05,0
29,1657253640,137.3,18.92,126.15,116.55,102.15,98.45,81.85,82.5,63.95,68.75,49.3,57.0,37.0,47.15,27.3,39.0,19.8,32.05,14.0,26.4,9.8,21.55,6.8,17.6,4.95,16224.3,16226.35,16222.35,16225.95,0
