,epoch,PE_15850,vix_close,CE_15900,PE_15800,CE_15950,PE_15750,CE_16000,PE_15700,CE_16050,PE_15650,CE_16100,PE_15600,CE_16150,PE_15550,CE_16200,PE_15500,CE_16250,PE_15450,CE_16300,PE_15400,CE_16350,PE_15350,CE_16400,PE_15300,CE_16450,nifty_open,nifty_high,nifty_low,nifty_close,nifty_volume
0,1657079100,91.65,20.7,62.35,70.4,43.85,53.4,29.3,40.3,18.7,29.6,11.45,21.9,6.7,16.0,4.5,11.65,3.15,8.25,2.55,5.85,2.0,4.25,1.75,3.1,1.55,15818.2,15875.5,15816.25,15871.5,0
1,1657079160,92.0,20.66,62.6,70.35,44.0,53.0,29.4,39.75,18.85,29.0,11.75,21.35,7.3,15.35,4.8,11.15,3.45,7.85,2.7,5.7,2.1,4.0,1.75,3.05,1.5,15867.3,15872.65,15861.65,15870.4,0
2,1657079220,91.4,20.62,61.6,69.6,43.45,52.2,29.55,38.75,19.15,28.3,12.25,20.55,7.65,14.7,5.15,10.65,3.75,7.45,2.85,5.3,2.2,3.75,1.8,2.9,1.6,15869.5,15883.15,15869.4,15869.4,0
3,1657079280,93.1,20.64,60.4,71.1,42.2,53.65,28.65,40.15,18.7,29.45,12.0,21.5,7.65,15.4,5.15,11.3,3.55,7.95,2.7,5.7,2.1,4.05,1.8,3.1,1.55,15868.6,15871.15,15859.15,15864.95,0
4,1657079340,92.95,20.64,58.0,70.8,40.15,53.2,26.95,39.8,17.35,29.0,11.15,21.25,7.1,15.35,4.75,11.25,3.4,8.05,2.65,5.85,2.05,4.15,1.8,3.1,1.55,15864.65,15867.6,15858.3,15859.3,0
5,1657079400,87.05,20.64,62.65,65.8,43.8,49.35,29.8,36.5,19.4,26.55,12.45,19.45,7.85,13.9,5.3,10.15,3.75,7.25,2.85,5.25,2.15,3.8,1.75,2.85,1.6,15859.1,15881.15,15859.1,15873.55,0
6,1657079460,86.95,20.59,62.4,65.4,43.6,48.9,29.45,36.15,19.15,26.2,12.15,19.05,7.7,13.4,5.15,9.9,3.7,7.0,2.8,5.1,2.15,3.7,1.8,2.85,1.55,15875.2,15878.45,15871.25,15875.45,0
7,1657079520,80.05,20.53,68.5,60.25,48.35,44.45,32.95,32.65,21.65,23.5,13.9,16.9,8.75,12.1,5.7,8.8,3.9,6.25,2.8,4.6,2.1,3.4,1.7,2.7,1.5,15876.15,15888.0,15874.55,15887.8,0
8,1657079580,80.6,20.52,69.1,60.75,48.6,44.85,33.25,33.0,21.7,23.8,14.0,17.1,8.9,12.1,5.75,8.8,4.0,6.2,2.95,4.5,2.15,3.3,1.75,2.6,1.55,15888.7,15892.65,15885.75,15888.6,0
9,1657079640,78.15,20.51,71.05,58.65,50.45,43.25,34.5,31.5,22.7,22.6,14.6,16.3,9.3,11.6,6.1,8.4,4.1,5.9,3.0,4.35,2.25,3.25,1.8,2.55,1.5,15887.9,15895.65,15885.2,15894.55,0
10,1657079700,75.65,20.54,75.45,56.7,53.95,41.85,37.3,30.6,24.85,22.0,16.3,16.0,10.55,11.45,6.85,8.4,4.6,5.95,3.25,4.45,2.35,3.35,1.8,2.65,1.5,15893.7,15900.25,15888.75,15899.6,0
