	epoch	option_close	vix_close	nifty_close
0	1657079100	149.25	20.7	15871.5
1	1657079160	150.25	20.66	15870.4
2	1657079220	149.8	20.62	15869.4
3	1657079280	152.1	20.64	15864.95
4	1657079340	151.7	20.64	15859.3
5	1657079400	145.15	20.64	15873.55
6	1657079460	144.75	20.59	15875.45
7	1657079520	134.9	20.53	15887.8
8	1657079580	135.85	20.52	15888.6
9	1657079640	132.35	20.51	15894.55
10	1657079700	128.65	20.54	15899.6
11	1657079760	134.05	20.54	15892.45
12	1657079820	127.85	20.51	15898.95
13	1657079880	131.75	20.52	15894.5
14	1657079940	127.45	20.48	15899.35
15	1657080000	127.9	20.51	15898.7
16	1657080060	130.2	20.52	15894.45
17	1657080120	137.1	20.54	15881.7
18	1657080180	139.35	20.53	15873.0
19	1657080240	133.25	20.54	15880.5
20	1657080300	132.85	20.52	15883.25
21	1657080360	134.25	20.54	15882.55
22	1657080420	130.7	20.5	15886.65
23	1657080480	136.5	20.49	15879.45
24	1657080540	142.55	20.5	15870.6
25	1657080600	146.7	20.51	15862.05
26	1657080660	163.75	20.47	15840.2
27	1657080720	160.0	20.53	15843.85
28	1657080780	175.75	20.55	15826.0
29	1657080840	176.85	20.55	15816.85
30	1657080900	184.8	20.66	15807.6
31	1657080960	168.1	20.58	15834.05
32	1657081020	160.3	20.58	15846.7
33	1657081080	159.1	20.58	15847.95
34	1657081140	144.35	20.51	15864.55
35	1657081200	138.0	20.47	15870.4
36	1657081260	135.1	20.46	15877.15
37	1657081320	124.3	20.43	15888.05
38	1657081380	121.75	20.44	15893.85
39	1657081440	119.85	20.43	15896.75
40	1657081500	124.05	20.44	15892.55
41	1657081560	126.95	20.45	15884.1
42	1657081620	129.85	20.4	15878.85
43	1657081680	135.0	20.39	15868.95
44	1657081740	135.7	20.41	15871.7
45	1657081800	140.85	20.43	15864.7
46	1657081860	135.75	20.44	15870.55
47	1657081920	142.5	20.47	15861.75
48	1657081980	136.7	20.48	15869.2
49	1657082040	134.15	20.46	15874.4
50	1657082100	138.7	20.49	15871.55
51	1657082160	142.0	20.49	15864.75
52	1657082220	128.9	20.44	15884.25
53	1657082280	135.85	20.45	15877.05
