,epoch,PE_15800,vix_close,CE_15850,PE_15750,CE_15900,PE_15700,CE_15950,PE_15650,CE_16000,PE_15600,CE_16050,PE_15550,CE_16100,PE_15500,CE_16150,PE_15450,CE_16200,PE_15400,CE_16250,PE_15350,CE_16300,PE_15300,CE_16350,PE_15250,CE_16400,nifty_open,nifty_high,nifty_low,nifty_close,nifty_volume
0,1655091900,138.8,21.0,159.2,119.45,133.1,101.0,110.5,85.6,90.2,71.1,72.35,60.15,58.0,50.75,45.8,42.25,35.7,35.4,28.0,29.65,21.6,24.8,17.1,20.7,13.35,15877.55,15886.15,15832.45,15834.5,0
1,1655091960,145.4,21.41,156.6,124.3,131.3,105.6,109.4,89.45,89.35,75.15,72.05,63.65,57.75,53.75,46.05,45.1,35.95,38.0,28.45,32.3,21.75,27.05,17.2,22.8,13.6,15831.0,15831.0,15816.2,15822.8,0
2,1655092020,137.95,21.35,160.55,117.7,135.8,99.25,112.95,83.9,92.8,70.2,74.75,58.5,60.55,48.95,48.2,40.6,37.95,33.8,29.7,28.25,23.15,23.35,18.0,19.6,14.0,15824.95,15839.45,15822.15,15835.1,0
3,1655092080,148.55,21.32,149.7,127.25,126.05,107.85,104.25,91.4,85.4,77.1,69.0,64.8,55.3,54.4,44.05,45.5,34.85,37.9,27.45,31.6,21.3,26.05,16.65,21.85,13.1,15836.65,15836.65,15811.75,15814.65,0
4,1655092140,143.0,21.6,149.8,121.85,125.65,103.25,103.65,86.75,84.7,72.95,68.4,61.05,54.5,51.0,43.25,42.55,34.0,35.4,26.85,29.5,20.8,24.4,16.55,20.65,13.1,15813.75,15826.1,15807.4,15817.4,0
5,1655092200,138.3,21.6,148.0,117.65,124.75,98.9,103.15,83.1,84.0,69.5,67.2,57.9,53.65,48.3,42.6,40.15,33.55,33.4,26.55,27.95,20.85,22.9,16.65,19.45,13.3,15818.3,15833.8,15806.75,15832.05,0
6,1655092260,137.3,21.52,147.95,117.05,124.05,98.3,102.5,82.25,83.45,68.65,67.1,57.35,53.3,47.8,42.35,39.8,33.6,33.2,26.6,27.65,20.85,22.9,16.65,19.35,13.35,15830.25,15843.5,15826.05,15835.25,0
7,1655092320,132.95,21.48,149.45,112.35,125.15,94.05,103.95,78.1,84.7,65.0,68.15,54.0,54.8,44.25,43.7,36.35,34.8,30.2,27.7,25.0,21.6,20.35,17.4,17.1,13.9,15835.15,15839.2,15827.9,15836.3,0
8,1655092380,147.15,21.22,137.9,125.75,115.3,106.1,95.15,89.5,77.6,74.4,62.35,61.95,50.0,51.55,39.8,42.65,31.85,35.4,25.55,29.05,20.25,23.9,16.3,20.0,13.2,15837.3,15837.3,15811.8,15812.85,0
9,1655092440,146.4,21.27,135.65,125.75,113.2,105.55,93.15,89.0,75.55,73.75,60.7,61.2,48.65,51.65,38.5,42.4,31.1,35.25,24.7,29.15,19.8,24.1,16.0,20.55,13.0,15811.7,15816.55,15804.2,15805.45,0
10,1655092500,150.95,21.27,132.0,128.95,109.8,108.5,90.55,91.3,73.65,76.15,59.25,63.7,47.45,52.95,37.9,44.0,30.45,36.7,24.6,30.35,19.55,25.35,15.9,21.4,12.75,15805.65,15806.75,15792.95,15798.45,0
11,1655092560,154.15,21.32,129.35,131.7,107.5,111.05,88.65,93.2,71.85,78.35,57.85,65.4,46.2,54.45,36.6,45.3,29.35,37.5,23.55,30.9,18.8,25.75,15.15,21.6,12.3,15798.15,15799.65,15786.45,15791.7,0
12,1655092620,157.6,21.36,126.95,135.15,105.0,114.2,86.0,95.5,69.55,80.65,55.8,67.05,44.5,56.3,35.15,46.5,28.15,38.6,22.55,31.75,18.1,26.2,14.65,22.0,11.9,15790.35,15790.35,15777.65,15783.2,0
