,epoch,PE_15800,vix_close,CE_15850,PE_15750,CE_15900,PE_15700,CE_15950,PE_15650,CE_16000,PE_15600,CE_16050,PE_15550,CE_16100,PE_15500,CE_16150,PE_15450,CE_16200,PE_15400,CE_16250,PE_15350,CE_16300,PE_15300,CE_16350,PE_15250,CE_16400,nifty_open,nifty_high,nifty_low,nifty_close,nifty_volume
0,1656560700,57.45,22.26,58.55,40.1,38.65,27.6,23.25,18.95,13.3,12.6,6.6,8.15,2.9,5.45,1.45,3.5,1.0,2.25,0.8,1.5,0.75,1.15,0.75,0.8,0.7,15774.5,15846.15,15769.95,15842.65,0
1,1656560760,54.35,22.08,63.35,38.2,41.45,26.2,25.4,17.6,14.4,11.8,7.0,7.95,3.15,5.4,1.6,3.6,1.1,2.4,0.85,1.7,0.85,1.25,0.7,0.8,0.65,15840.9,15854.1,15832.25,15847.9,0
2,1656560820,58.65,22.02,60.05,41.3,38.95,28.3,23.85,19.1,13.55,12.9,6.65,8.6,3.1,5.8,1.65,3.85,1.2,2.55,0.9,1.65,0.85,1.2,0.7,0.85,0.7,15850.2,15850.2,15837.65,15838.4,0
3,1656560880,53.05,22.05,67.7,37.1,44.95,25.1,28.3,17.1,16.85,11.35,8.8,7.5,4.3,5.05,2.0,3.35,1.45,2.25,1.0,1.55,0.95,1.2,0.8,0.85,0.75,15838.45,15856.55,15835.5,15853.55,0
4,1656560940,53.85,22.04,67.1,37.6,44.55,25.7,27.8,17.1,16.2,11.3,8.4,7.45,4.15,4.95,2.05,3.2,1.5,2.05,1.15,1.4,0.95,1.2,0.8,0.9,0.8,15854.45,15858.95,15848.95,15853.75,0
5,1656561000,50.75,22.03,73.15,35.05,49.4,23.8,31.55,15.65,19.0,10.3,10.35,6.75,5.45,4.55,2.6,2.95,1.7,1.95,1.15,1.5,1.0,1.25,0.85,1.0,0.8,15854.75,15867.45,15854.2,15864.1,0
6,1656561060,51.85,22.04,72.45,36.05,49.15,24.4,31.2,16.2,18.6,10.6,10.3,6.95,5.35,4.75,2.65,3.0,1.7,2.0,1.2,1.5,1.0,1.25,0.85,1.0,0.9,15864.15,15869.7,15859.75,15862.15,0
7,1656561120,53.95,21.98,69.75,37.8,46.9,25.65,29.25,17.05,17.15,11.1,9.25,7.0,4.7,4.65,2.25,2.9,1.45,1.9,1.0,1.45,0.95,1.2,0.85,1.0,0.75,15862.25,15863.55,15856.2,15857.55,0
8,1656561180,54.75,21.99,66.9,38.25,44.8,26.05,28.15,17.4,16.65,11.4,8.9,7.3,4.5,4.8,2.2,3.0,1.45,1.95,1.05,1.5,0.95,1.15,0.85,1.0,0.75,15858.1,15858.85,15848.45,15855.2,0
9,1656561240,50.7,21.94,70.5,35.1,47.7,23.75,30.1,15.65,17.8,10.3,9.65,6.7,5.0,4.4,2.55,2.9,1.7,1.9,1.2,1.45,1.0,1.25,0.9,1.1,0.75,15854.7,15864.0,15854.7,15864.0,0
10,1656561300,53.55,21.96,66.9,37.3,44.8,25.3,27.95,16.65,16.2,10.9,8.6,7.1,4.5,4.65,2.4,2.95,1.65,1.95,1.2,1.55,1.0,1.25,0.85,1.05,0.75,15863.0,15864.3,15854.9,15856.0,0
