,epoch,PE_15700,vix_close,CE_15750,PE_15650,CE_15800,PE_15600,CE_15850,PE_15550,CE_15900,PE_15500,CE_15950,PE_15450,CE_16000,PE_15400,CE_16050,PE_15350,CE_16100,PE_15300,CE_16150,PE_15250,CE_16200,PE_15200,CE_16250,PE_15150,CE_16300,nifty_open,nifty_high,nifty_low,nifty_close,nifty_volume
0,1656042300,174.0,20.86,154.95,150.75,129.85,130.35,107.95,110.1,87.7,96.2,68.95,82.0,55.5,69.2,44.2,59.2,33.55,51.0,26.15,43.6,19.0,37.7,14.0,31.65,10.3,15657.4,15714.45,15650.3,15704.85,0
1,1656042360,165.6,21.08,155.05,144.15,129.95,124.4,108.35,107.3,88.05,92.75,70.85,78.6,57.0,66.75,44.45,56.25,35.25,49.35,27.0,42.25,20.55,35.95,15.1,30.95,11.15,15706.45,15725.6,15706.45,15718.1,0
2,1656042420,165.2,21.1,156.4,143.95,130.75,124.35,109.8,107.45,89.65,92.35,72.7,77.7,58.45,66.95,46.15,57.25,36.35,49.4,28.35,42.0,21.35,35.45,16.0,30.45,11.8,15717.65,15725.85,15711.3,15722.3,0
3,1656042480,169.75,21.17,147.7,147.05,124.3,128.3,103.45,110.0,84.7,95.0,68.65,80.5,55.0,69.0,43.3,58.75,33.75,50.45,26.35,42.85,19.75,36.2,15.0,30.9,10.9,15722.0,15722.0,15710.35,15710.7,0
4,1656042540,172.8,21.12,147.25,149.7,123.95,130.3,103.5,112.2,84.95,96.8,68.85,82.4,55.05,70.8,43.0,60.25,33.7,51.65,26.3,44.0,20.0,37.05,15.15,31.7,11.15,15711.8,15712.4,15699.9,15704.8,0
5,1656042600,155.45,21.17,164.05,134.0,138.65,117.2,116.1,100.5,95.8,86.55,77.8,73.0,62.7,62.5,49.6,53.55,38.95,46.0,30.7,39.2,23.2,33.3,17.9,28.4,13.1,15703.6,15749.25,15703.6,15741.2,0
6,1656042660,156.2,21.24,166.25,136.45,140.9,117.75,118.6,102.0,98.15,87.55,80.3,74.3,64.85,64.0,51.65,54.9,40.55,47.05,31.85,40.1,24.5,34.0,18.65,28.85,14.05,15739.9,15747.35,15737.45,15737.5,0
7,1656042720,155.3,21.25,169.6,134.8,144.0,117.35,121.2,101.0,100.75,87.35,82.5,74.1,66.9,63.5,53.4,54.5,41.9,46.8,33.0,39.7,25.45,33.8,19.4,28.85,14.5,15738.3,15740.35,15727.55,15738.0,0
8,1656042780,159.3,21.23,162.3,138.7,137.35,120.55,115.0,104.4,95.4,89.8,78.2,76.3,62.4,64.9,49.65,55.8,38.9,47.9,30.6,40.55,23.5,34.65,17.8,29.55,13.25,15738.35,15738.35,15723.65,15724.7,0
9,1656042840,163.45,21.15,151.55,142.5,128.5,124.15,107.45,106.85,88.6,92.55,71.95,78.65,57.8,67.25,45.8,57.45,35.75,49.2,28.0,41.7,21.6,35.5,16.5,30.35,12.6,15725.0,15725.0,15713.8,15713.8,0
